paper_id,stem,tbl_idx,title,category,extract_status,extract_note
P10549,2011_Yuan G et al_EnvironPollut_null,1,"the western TP (11.4e27.6 ng/g) (Tao et al., 2011) but lower than those for the ",sample_conc,no_header,未找到含污染物信号的表头行
P10655,2013_US et al_Water_null,1,Table 2 Comparison of PAEs concentration between this study and other studies (l,sample_conc,reject_reference_compilation,"有 References 列, 二手文献对比表"
P11361,2022_李锟_Unknown_null,4,表 2-5香溪河库岸带土壤总磷分布特征,conc_like,no_header,未找到含污染物信号的表头行
P11361,2022_李锟_Unknown_null,5,表2-6香溪河库岸带土壤有机质分布特征,conc_like,no_header,未找到含污染物信号的表头行
P11361,2022_李锟_Unknown_null,6,表2-7国内外部分地区表层土壤PAHs含量,sample_conc,ok_samples,"sample 10点, 10条, type=OP"
P11361,2022_李锟_Unknown_null,7,表2-8 香溪消落带土壤16种PAHs含量,summary_conc,ok_transposed,转置表 1污染物 × 5采样点 = 5条→聚合5 family={'PAHs'}
P11361,2022_李锟_Unknown_null,8,表2-9荷兰PAHs含量规定相关标准,sample_conc,ok_transposed,转置表 4污染物 × 5采样点 = 20条→聚合10 family={'PAHs'}
P00306,2020_Li Y et al_Ecotoxicology_10.1007-s10646-020-02285-2,0,Table 1 Pollution standard criteria of PAH compounds for permafrost soil core (n,summary_conc,reject_reference_compilation,"有 References 列, 二手文献对比表"
P00314,10_1007_s10653_014_9656_x,0,"The following PAHs were quantified: acenaphthene (Ace), anthracene (Ant), acenap",summary_conc,no_data_rows,type=sample samples=0
P00314,10_1007_s10653_014_9656_x,2,Table 3 Concentrations of PAHs in soils from different locations,summary_conc,reject_reference_compilation,"有 References 列, 二手文献对比表"
P00607,10_1007_s11356_014_2505_8,0,Table 1 Characteristics of OCP components in soil collected from 32 sites of ari,summary_conc,no_data_rows,type=sample samples=0
P00616,2015_Lietal_EnvironSciPollutRes_10.1007-s11356-014-3214-z,0,Table 1 Comparison of PBDEs levels in topsoils from different regions/countries,summary_conc,reject_reference_compilation,"有 References 列, 二手文献对比表"
P00616,2015_Lietal_EnvironSciPollutRes_10.1007-s11356-014-3214-z,1,Table 2 Comparison of PBDEs levels in plants between deca-BDE manufactoring fact,summary_conc,reject_reference_compilation,"有 References 列, 二手文献对比表"
P01663,10.1016_j.marpolbul.2014.01.019,-1,,,parse_err,No tables found
P03144,2014_Peninsul S et al_Science_10.1371-journal.pone.0095701,1,Table 2. The detection rate and concentration of PAEs in all soil samples from v,summary_conc,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P03144,2014_Peninsul S et al_Science_10.1371-journal.pone.0095701,2,Table 3. Comparisons of PAEs contents in agricultural soils in China (mg/kg).,sample_conc,reject_reference_compilation,"有 References 列, 二手文献对比表"
P05202,10_1016_j_marpolbul_2014_03_043,1,"<table><tr><td>PAHs)</td></tr></table> | Concentrations (ng/g, dry) of RPAHs in ",sample_conc,reject_reference_compilation,"有 References 列, 二手文献对比表"
P07071,2019_Wu Z et al_EcotoxicolEnvironSaf_null_1,1,Table 2,summary_conc,reject_reference_compilation,"有 References 列, 二手文献对比表"
P07631,2017_Unknown_EnvironInt_null,0,Table 1,summary_conc,no_pollutant_columns,无列可解析为污染物
P10676,2014_Delt LR et al_MarPollutBull_null,-1,,,parse_err,No tables found
P00472,2014_Sun K et al_PlantSoil_10.1007-s11104-013-1875-x,1,Table 2 Ryegrass biomass and cell counts of BJ06 in ryegrass after plants were c,conc_like,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P00595,2013_Leung AOW et al_EnvironSciPollutRes_10.1007-s11356-013-1465-8,2,"(Berset and Holzer 1995), and the concentration at RF-2 was equivalent to the PA",summary_conc,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P02562,2013_Xie K et al_SoilSedimentContam_10.1080-15320383.2013.750265,0,P or DBP. Ultra-pure water was added to a 1 kg lot of each of the NP-treated $\m,conc_like,ok_samples,"sample 1点, 4条, type=HM"
P03140,10.1371_journal.pone.0083054,1,Table 2. Concentrations of PAHs in Alopecurus aequalis.,sample_conc,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P03140,10.1371_journal.pone.0083054,2,Table 3. Concentrations of PAHs in Oxalis corniculata.,sample_conc,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P05515,1997_site)andrangedfrom95.2±54.2to5 et al_EnvironPollut_null,2,"(Berset and Holzer 1995), and the concentration at RF-2 was equivalent to the PA",summary_conc,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P06142,2008_Wang J et al_EnvironPollut_null_1,1,Table 2,conc_like,reject_reference_compilation,"有 References 列, 二手文献对比表"
P06285,2009_Yang D et al_EcotoxicolEnvironSaf_null,4,"}$ exceeded the TEL value only at one site. The concentration of DDT (o,p0 - and",sample_conc,no_header,未找到含污染物信号的表头行
P06782,2013_DeltaChin YR et al_Science_null,0,"Table 1. Relative standard deviation (RSD), method detection limit (MDL), and re",conc_like,no_data_rows,type=sample samples=0
P06860,2013_Shang H et al_EnvironInt_null,0,All the purified solution was finally concentrated into a GC-vial with 20 μL non,conc_like,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P07085,2014_Zhang Z et al_EnvironGeochemHealth_10.1007-s10653-013-9577-0,0,Table 1 The description of the sampling sites,summary_conc,no_header,未找到含污染物信号的表头行
P10653,2013_Unknown_EnvironInt_null,0,All the purified solution was finally concentrated into a GC-vial with 20 μL non,conc_like,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P00588,10_1007_s11356_012_1260_y,2,Table 3 Comparison of the total POP concentrations in the study area with others,sample_conc,reject_reference_compilation,"有 References 列, 二手文献对比表"
P01911,2012_Songetal_JEnvironSci_10.1016-S1001-0742(11)60720-1,2,Table 3 CBs concentrations in soils of a vegetable field near a chemical plant a,summary_conc,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P01911,2012_Songetal_JEnvironSci_10.1016-S1001-0742(11)60720-1,3,Table 4 Comparison of -CBs in the investigated site with other reports,summary_conc,reject_reference_compilation,"有 References 列, 二手文献对比表"
P01911,2012_Songetal_JEnvironSci_10.1016-S1001-0742(11)60720-1,4,Table 5 HCHs and DDTs in the vegetable soils near a chemical plant and the compa,summary_conc,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P02482,2012_Wu L et al_IntJPhytoremediat_10.1080-15226514.2011.619227,2,"rowspan=""2""></td><td>E. splendens</td><td>40.7 ± 10.5</td><td>150±2a</td><td>50.",summary_conc,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P02482,2012_Wu L et al_IntJPhytoremediat_10.1080-15226514.2011.619227,3,"Efficiency of phytoextraction can be affected by numerous factors, such as soil ",summary_conc,no_data_rows,type=sample samples=0
P02549,2012_Sun Y et al_SoilSedimentContam_10.1080-15320383.2012.697937,1,"refer to public square, residential area, park, main roadside, suburb and indust",summary_conc,ok_transposed,转置表 12污染物 × 17采样点 = 37条→聚合8 family={'PAHs'}
P02549,2012_Sun Y et al_SoilSedimentContam_10.1080-15320383.2012.697937,5,he State Environmental Protection Administration of China H topsoils of PAHs in ,summary_conc,ok_samples,"sample 5点, 4条, type=OP"
P06729,2012_Wang Y et al_SciTotalEnviron_null,0,Table 1,summary_conc,ok_transposed,转置表 1污染物 × 10采样点 = 10条→聚合10 family={'PAHs'}
P06729,2012_Wang Y et al_SciTotalEnviron_null,1,"s or foliage has been considered difficult. However, our study showed that HMW P",summary_conc,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P06729,2012_Wang Y et al_SciTotalEnviron_null,2,ls were the principal reason for the differences in PAH concentrations. The conc,sample_conc,ok_transposed,转置表 1污染物 × 10采样点 = 9条→聚合9 family={'PAHs'}
P01091,2011_Li Z et al_Chemosphere_10.1016-j.chemosphere.2011.08.002,0,"s found in the present study. As Table 1 shown, the mean value of total PCBs con",summary_conc,no_pollutant_columns,无列可解析为污染物
P01091,2011_Li Z et al_Chemosphere_10.1016-j.chemosphere.2011.08.002,1,Table 2,summary_conc,reject_reference_compilation,"有 References 列, 二手文献对比表"
P01907,2011_Tang J et al_JEnvironSci_10.1016-S1001-0742(10)60517-7,0,Table 1 TPH content and other properties of petroleum contaminated soil,conc_like,no_header,未找到含污染物信号的表头行
P01908,10_1016_S1001_0742(10,3,Table 3 Comparison of concentrations of PAHs in soils from different regions,summary_conc,reject_reference_compilation,"有 References 列, 二手文献对比表"
P06725,2012_Wang B et al_EnvironMonitAssess_10.1007-s10661-011-2482-z,0,Table 1 The detected endosulfan levels in soil in Huai’an,conc_like,no_pollutant_columns,无列可解析为污染物
P07629,2017_Unknown_EcotoxicolEnvironSaf_null,0,Toxic equivalency factors (TEFs) were used to evaluate PAH contamination in the ,conc_like,ok_transposed,转置表 10污染物 × 4采样点 = 23条→聚合5 family={'PAHs'}
P10501,2011_AreaChin OSB et al_Science_null,0,Table1 Concent of 16 PAHs in soil of Beihu area,conc_like,no_data_rows,type=sample samples=0
P10501,2011_AreaChin OSB et al_Science_null,1,Table 2 The pollution degree of PAHs in soils,summary_conc,no_header,未找到含污染物信号的表头行
P10501,2011_AreaChin OSB et al_Science_null,2,Table 3 Comparis on with other reported regions,conc_like,reject_reference_compilation,"有 References 列, 二手文献对比表"
P10502,2011_Are PN et al_Water_null,0,".007 mg/kg, 0.008 mg/kg. Additionally, the occurrence rates were both 100%, indi",sample_conc,ok_samples,"sample 9点, 18条, type=OP"
P00841,2011_Liang J et al_EnvironEarthSci_10.1007-s12665-010-0493-7,2,Table 2 Classification of soil contamination by PAHs (Maliszewska-Kordybach 1996,conc_like,no_header,未找到含污染物信号的表头行
P01982,10_1021_es102791n,0,TABLE 1. Summary of Endosulfan Concentrations and Statistical Resultsa,sample_conc,no_header,未找到含污染物信号的表头行
P04904,2009_Tang J C et al_Science_10.5194-bg-7-3961-2010,0,Table 1. Chemical properties of the soil used in the experiment.,conc_like,ok_samples,"sample 1点, 6条, type=HM_OP"
P05239,2010_Pan Z et al_Unknown_10.1063-1.3529336,1,TABLE 2.Concentrations of∑PAHs and LMH/HMH in soils from roads in Shanghai,sample_conc,no_data_rows,type=sample samples=0
P05239,2010_Pan Z et al_Unknown_10.1063-1.3529336,2,TABLE 3.Sampling information and ∑PAH,conc_like,no_header,未找到含污染物信号的表头行
P05264,10_1080_10807039_2010_512238,0,"Table 1. Concentrations (ng/g, dw) and compositions of PAHs and OCPs in soil sam",sample_conc,ok_transposed,"转置表 13污染物 × 3采样点 = 39条→聚合9 family={'OCPs', 'PAHs'}"
P06102,2008_Liu Y et al_OrgGeochem_null,0,Table 1,summary_conc,no_data_rows,type=sample samples=0
P06324,2010_Dongli et al_Agriculture_null,0,Table 1 SIM programs and detection frequencies of organochlorine pesticides,conc_like,no_header,未找到含污染物信号的表头行
P06574,2011_Wang Y et al_EnvironMonitAssess_10.1007-s10661-010-1801-0,0,om 0.02 to 0.56 ng/g for TC (with an average of 0.12 ng/g) and from 0.10 to 1.71,summary_conc,no_pollutant_columns,无列可解析为污染物
P06574,2011_Wang Y et al_EnvironMonitAssess_10.1007-s10661-010-1801-0,1,0.18</td><td>0.30</td><td>0.03</td><td>0.33</td><td>0.03-0.33</td><td>0.15 ± 0.1,conc_like,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P00133,2009_Wang Y et al_Land_10.1002-jssc.200900420,3,Table 4. Analytical parameters for 16 PAHs in soil samples with proposed method ,conc_like,ok_transposed,转置表 4污染物 × 4采样点 = 16条→聚合8 family={'PAHs'}
P00238,2009_Ma W-L et al_ArchEnvironContamToxicol_10.1007-s00244-009-9314-y,0,"Table 1 Concentrations of $\sum { _ { 1 6 } \mathrm { P A H s } } ,$ $\sum _ { 4",sample_conc,no_header,未找到含污染物信号的表头行
P00298,2010_Zhang W et al_Ecotoxicology_10.1007-s10646-009-0393-3,0,Table 1 Basic physicochemical properties of the soils in Guiyu area,conc_like,no_header,未找到含污染物信号的表头行
P00799,2009_Wang Y et al_FrontBiolChina_10.1007-s11515-009-0030-9,1,Table 2 Soil physiochemical parameters and nematode ecological parameters of oil,conc_like,no_header,未找到含污染物信号的表头行
P00017,0000_es063004ysi20070314_null_null_null,3,Table S3. Summary with the mean (pg/g dw) and detection rate (%) for PCB congene,summary_conc,no_header,未找到含污染物信号的表头行
P00379,2008_Xiao R et al_EnvironMonitAssess_10.1007-s10661-007-9905-x,1,Table 2 Limits of detection (LODs) of and limits of quantitation (LOQs) of PAHs ,summary_conc,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P00379,2008_Xiao R et al_EnvironMonitAssess_10.1007-s10661-007-9905-x,2,"Table 3 Mean and range of ∑PAHs, 2 + 3 rings, 4 rings, and >4 rings in all depth",summary_conc,no_pollutant_columns,无列可解析为污染物
P06077,2008_DELTACHIN SFTYR et al_EnvironRes_null,2,Table 3. The mean concentrations of the sum of dichlorodiphenyltrichloroethane a,sample_conc,reject_reference_compilation,"有 References 列, 二手文献对比表"
P06160,2008_Zhu L et al_JHazardMater_null,0,pectively. 150 mL methanol was added to the water sample (1 L) in order to impro,summary_conc,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P10338,2007_Ping LF et al_EnvironPollut_null,1,>Acetonitrile (%)</td><td>Water (%)</td></tr><tr><td></td><td>0.0</td><td>224</t,conc_like,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P01976,2005_Taoetal_EnvironSciTechnol_10.1021-es048885s,1,TABLE 2. HCHs and DDXs in the Rhizosphere and Bulk Soils from the Two Sites,conc_like,no_pollutant_columns,无列可解析为污染物
P01976,2005_Taoetal_EnvironSciTechnol_10.1021-es048885s,2,TABLE 3. Total HCHs and DDXs in Roots and Aerial Parts of Various Vegetables fro,conc_like,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P11446,2023_孔楠楠_Unknown_null,1,Key words: Water lily; Inorganic-organic composite pollution; Eutrophication; Po,conc_like,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P04607,10_3390_su18031502Sustainability2026,0,Table 1. Limits of detection (LOD) and limits of quantification (LOQ) for the 16,conc_like,ok_transposed,转置表 15污染物 × 2采样点 = 15条→聚合2 family={'PAHs'}
P04607,10_3390_su18031502Sustainability2026,1,Table 2. PAHs on MPs in previous research.,conc_like,reject_reference_compilation,"有 References 列, 二手文献对比表"
P11643,2026_Bai X et al_Unknown_null,0,Table 1. Limits of detection (LOD) and limits of quantification (LOQ) for the 16,conc_like,ok_transposed,转置表 15污染物 × 2采样点 = 15条→聚合2 family={'PAHs'}
P11643,2026_Bai X et al_Unknown_null,1,Table 2. PAHs on MPs in previous research.,conc_like,reject_reference_compilation,"有 References 列, 二手文献对比表"
P09457,2025_Wang H_FrontMarSci_10.3389-fmars.2024.1513515,1,TABLE 2 Detection limits of OCPs monomer methods.,conc_like,no_data_rows,type=sample samples=0
P09457,2025_Wang H_FrontMarSci_10.3389-fmars.2024.1513515,3,TABLE 4 Comparison of OCP concentrations in estuarine and coastal sediments betw,sample_conc,no_header,未找到含污染物信号的表头行
P01944,10_1021_acs_est_4c03525,2,Table S3. Recoveries and MDLs of PFAS,summary_conc,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P01945,10_1021_acs_est_4c11961,4,"Table S5. Method detection limits (MDLs, in ng/g dry weight) and relative spike ",summary_conc,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P09059,2024_Ling J et al_SciTotalEnviron_null,1,Table 2,conc_like,ok_samples,"sample 2点, 2条, type=OP"
P00018,0000_es2c07500_null_null_null,6,Table S7. PFASs detected in precipitated dust in the FWP.,summary_conc,no_header,未找到含污染物信号的表头行
P00018,0000_es2c07500_null_null_null,7,Table S8. PFASs detected in agricultural soil in the FWP.,summary_conc,no_pollutant_columns,无列可解析为污染物
P04714,10_3390_w15234147,0,Table 1. The contents of OCPs in topsoil in different regions of China [40].,summary_conc,ok_samples,"sample 11点, 2条, type=OP"
P11552,2024_张红丽_Unknown_null,2,表1.2国内外水体沉积物PAHs含量比较,sample_conc,no_data_rows,type=sample samples=0
P04229,2022_Zhang X et al_IntJEnvironResPublicHealth_10.3390-ijerph191610265,2,Table 3. The concentrations of 16 PAHs in farmland soils in autumn and spring.,summary_conc,ok_transposed,转置表 6污染物 × 7采样点 = 42条→聚合14 family={'PAHs'}
P04229,2022_Zhang X et al_IntJEnvironResPublicHealth_10.3390-ijerph191610265,3,Table 4. Evaluation standard for the total pollution levels of PAHs.,conc_like,no_header,未找到含污染物信号的表头行
P04229,2022_Zhang X et al_IntJEnvironResPublicHealth_10.3390-ijerph191610265,5,Table 6. Toxic equivalence concentration $( \mathrm { T E Q } _ { \mathrm { B a ,summary_conc,ok_transposed,转置表 5污染物 × 4采样点 = 20条→聚合8 family={'PAHs'}
P04229,2022_Zhang X et al_IntJEnvironResPublicHealth_10.3390-ijerph191610265,6,Table 6. Cont.,summary_conc,no_data_rows,type=sample samples=0
P05109,10_1007_978_3_030_87316_5_7202,6,Table 7.5 Population and projected population of large urban centres in the Pear,conc_like,no_header,未找到含污染物信号的表头行
P05177,10_1016_j_envpol_2020_114181,0,Table 1 Comparison of SCCPs and MCCPs in soils and sediments with those studies ,summary_conc,reject_reference_compilation,"有 References 列, 二手文献对比表"
P03950,2019_Wang L et al_ApplSci_10.3390-app9173439,1,Table 1. Cont.,conc_like,no_header,未找到含污染物信号的表头行
P04804,2011_Aerosol et al_EnvironPollut_10.4209-aaqr.2018.02.0048,3,Table 4. Spearman’s correlation coefficients for individual PAHs in street dust ,conc_like,no_header,未找到含污染物信号的表头行
P04804,2011_Aerosol et al_EnvironPollut_10.4209-aaqr.2018.02.0048,4,Table 5. Comparison of PAH concentrations $( \mu \mathrm { g } \mathrm { k g } ^,sample_conc,reject_reference_compilation,"有 References 列, 二手文献对比表"
P03187,2018_Li Q et al_Nature_10.1371-journal.pone.0205484,0,Table 1. Detection values of individual PAH compounds in surface sediments from ,summary_conc,ok_transposed,转置表 6污染物 × 5采样点 = 30条→聚合10 family={'PAHs'}
P07862,2018_Yin S et al_Minerals_null,0,Table 1. Exploration and successful industrial cases of copper bioleaching in Ch,conc_like,reject_reference_compilation,"有 References 列, 二手文献对比表"
P07862,2018_Yin S et al_Minerals_null,1,Table 1. Cont.,summary_conc,reject_reference_compilation,"有 References 列, 二手文献对比表"
P00321,10.1007_s10653-017-9908-7,0,Table 1 Concentrations and inventories of RDDT and RHCH in sediment cores,summary_conc,ok_samples,"sample 4点, 4条, type=OP"
P00671,10.1007_s11356-017-8467-x,0,ong the higher chlorinated congeners (octa- to deca-CBs) analyzed CB-209 and CB-,summary_conc,no_data_rows,type=sample samples=0
P00671,10.1007_s11356-017-8467-x,1,td><td></td><td>dw</td><td>ND</td><td>ND</td><td></td><td>18 (ND-110)</td><td>11,summary_conc,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P02920,2017_Zhao Z et al_JChem_10.1155-2017-3510796,2,TABLE 3: Sediment PAHs concentrations reported from elsewhere.,summary_conc,reject_reference_compilation,"有 References 列, 二手文献对比表"
P02920,2017_Zhao Z et al_JChem_10.1155-2017-3510796,4,## Acknowledgments | This work was supported by National Natural Science Foundat,conc_like,ok_transposed,转置表 1污染物 × 14采样点 = 8条→聚合8 family={'PAHs'}
P02920,2017_Zhao Z et al_JChem_10.1155-2017-3510796,5,</tr><tr><td>Chr</td><td>384</td><td>2800</td><td>46</td><td>54</td><td></td><td,conc_like,ok_transposed,转置表 1污染物 × 13采样点 = 9条→聚合9 family={'PAHs'}
P07483,2017_1 ZL et al_OrgGeochem_null,0,TABLE-1 | COMPARISON OF ΣPAH CONCENTRATIONS IN SURFACE SEDIMENTS FROM DIFFERENT ,summary_conc,reject_reference_compilation,"有 References 列, 二手文献对比表"
P07643,2017_Wu Y et al_EnvironPollut_null,-1,,,parse_err,No tables found
P01661,2016_Li Jing et al_MarPollutBull_10.1016-j.marpolbul.2016.03.063,1,Table 2,summary_conc,reject_reference_compilation,"有 References 列, 二手文献对比表"
P01661,2016_Li Jing et al_MarPollutBull_10.1016-j.marpolbul.2016.03.063,2,Table 2 (continued),conc_like,reject_reference_compilation,"有 References 列, 二手文献对比表"
P01661,2016_Li Jing et al_MarPollutBull_10.1016-j.marpolbul.2016.03.063,5,"n soil 16 PAHs was 42.9–410 ng/g) (Zhang et al., 2006), but much larger than unc",sample_conc,no_data_rows,type=sample samples=0
P05268,10_1080_10807039_2015_1104627,0,Table 1 Average PAH concentrations in soils from 7 main roadsides,summary_conc,ok_transposed,转置表 8污染物 × 10采样点 = 80条→聚合20 family={'PAHs'}
P05268,10_1080_10807039_2015_1104627,1,Table 2 Average PAH concentrations in corn from 7 main roadsides,summary_conc,ok_transposed,转置表 8污染物 × 10采样点 = 73条→聚合18 family={'PAHs'}
P05268,10_1080_10807039_2015_1104627,2,Table 3 Values of PCF of PAHs in corn and soils,conc_like,ok_transposed,转置表 8污染物 × 3采样点 = 19条→聚合4 family={'PAHs'}
P00789,2013_Liu F et al_ChinSciBull_10.1007-s11434-013-5677-6,1,Table 2 Concentration ranges of PAHs in sediments of rivers in the world,sample_conc,no_header,未找到含污染物信号的表头行
P09766,0000_Lin T et al_null,1,1 The areas of water were calculated by the software of Google Earth. | \*The fi,conc_like,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P09766,0000_Lin T et al_null,2,"Table S3. Comparison of DDTs $( p , p ^ { \prime } \mathbf { - D D D } + p , p ^",conc_like,reject_reference_compilation,"有 References 列, 二手文献对比表"
P06070,2008_Chen Dazhou et al_EnvironProcesses_10.1021-es8018572CCC,-1,,,parse_err,No tables found
P06123,2008_Province Z et al_SciTotalEnviron_10.1016-j.scitotenv.2008.03.010,0,70 eV. Samples (1 μL) were injected in the splitless mode with a solvent delay s,summary_conc,no_pollutant_columns,无列可解析为污染物
P06123,2008_Province Z et al_SciTotalEnviron_10.1016-j.scitotenv.2008.03.010,1,>35.25</td><td>2.42 18.61</td><td>2.18</td></tr><tr><td>PBBs</td><td>27.18</td><,summary_conc,no_data_rows,type=sample samples=0
P06123,2008_Province Z et al_SciTotalEnviron_10.1016-j.scitotenv.2008.03.010,2,7.04</td><td>42.42</td><td>11.27-73.53</td><td>100</td><td>3.27</td><td>3.32</td,summary_conc,ok_transposed,转置表 27污染物 × 10采样点 = 235条→聚合10 family={'PCBs'}
P06123,2008_Province Z et al_SciTotalEnviron_10.1016-j.scitotenv.2008.03.010,3,analyses were performed for congeners for which more than 50% of the s amples we,summary_conc,no_pollutant_columns,无列可解析为污染物
P06123,2008_Province Z et al_SciTotalEnviron_10.1016-j.scitotenv.2008.03.010,5,les even though this congener was detected in 50% of the soil samples. Such find,summary_conc,ok_transposed,转置表 28污染物 × 8采样点 = 206条→聚合8 family={'PCBs'}
P05979,2007_Gong X et al_Water_null,0,"In the surface sediments, the concentrations of the total HCHs and DDTs in core ",summary_conc,ok_samples,"sample 4点, 6条, type=OP"
P10259,2005_Yang R et al_EnvironInt_null,0,a spiked sample with standards were run to check for the interference and cross-,conc_like,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P04719,2026_Chen Q et al_Water_10.3390-w18020263,5,Table 5. Comparison of PCB content in marine sediments at home and abroad.,conc_like,reject_reference_compilation,"有 References 列, 二手文献对比表"
P04719,2026_Chen Q et al_Water_10.3390-w18020263,6,Table 5. Cont.,conc_like,reject_reference_compilation,"有 References 列, 二手文献对比表"
P04719,2026_Chen Q et al_Water_10.3390-w18020263,8,Table 6. Cont.,conc_like,reject_reference_compilation,"有 References 列, 二手文献对比表"
P04719,2026_Chen Q et al_Water_10.3390-w18020263,9,Table 7. Marine sediment quality evaluation standard.,conc_like,no_data_rows,type=sample samples=0
P02766,2023_Gréau L et al_FEMSMicrobiolEcol_10.1093-femsec-fiad052,0,Table 1. Alpha-diversity indices of the bacterial communities from the rhizosphe,conc_like,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P02668,2020_Zhang G et al_SoilSedimentContam_10.1080-15320383.2020.1862756,0,"Table 1. Limits of detection (LOD), limits of quantification (LOQ), and recovery",conc_like,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P07978,2019_Lv M et al_EnvironPollut_null,0,"ween 0.033 and 4140.071 ng/g, with a median value of 1.558 ng/g), followed by HC",summary_conc,no_data_rows,type=sample samples=0
P01264,2019_Qin et al_EnvironInt_10.1016-j.envint.2019.104940,0,Table 1,summary_conc,no_pollutant_columns,无列可解析为污染物
P02976,2019_Li Li et al_EnvironSciEur_10.1186-s12302-019-0279-9,1,Table 2 Metal concentrations in  various size fractions of household dust from S,sample_conc,no_header,未找到含污染物信号的表头行
P01120,2018_Guo L et al_Chemosphere_10.1016-j.chemosphere.2018.03.120,0,"Table 1 Serum levels of PBDEs, NFRs, lipid, thyroid hormone, thyroid-stimulating",summary_conc,transposed_no_data,无有效数值 (rows=15 cols=0)
P07663,2017_Zhen X et al_SciTotalEnviron_null,0,Table 1,summary_conc,ok_transposed,转置表 1污染物 × 5采样点 = 5条→聚合5 family={'PBDEs'}
P10995,2018_Liu Y-E et al_JChromatogrA_null,0,Table 1,conc_like,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P10995,2018_Liu Y-E et al_JChromatogrA_null,2,The performance of the developed method was verified by spiked matrixes and blan,conc_like,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P10995,2018_Liu Y-E et al_JChromatogrA_null,3,"Additionally, we found that regardless of the column packing material (alumina, ",conc_like,no_pollutant_columns,无列可解析为污染物
P00300,10.1007_s10532-017-9806-9,0,Table 1 Primers used for PCR amplification of 16S rRNA and PAH-RHDa gene,conc_like,no_header,未找到含污染物信号的表头行
P04805,2016_Zhang J_AerosolAirQualRes_10.4209-aaqr.2016.02.0085,1,Table 2. Summary of PAHs contents $( { \mu } { \bf { g } } \ { \bf { g } } ^ { -,summary_conc,ok_transposed,转置表 14污染物 × 8采样点 = 95条→聚合14 family={'PAHs'}
P00426,2015_Li H et al_NatHazards_10.1007-s11069-014-1520-x,2,Table 3 Content of major and trace element in fly ash,conc_like,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P00426,2015_Li H et al_NatHazards_10.1007-s11069-014-1520-x,3,Table 4 Concentrations of PAHs in fly ash samples (lg/kg),sample_conc,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P02892,2013_Lu X et al_ScientificWorldJournal_10.1155-2013-417435,2,"At six locations (b2, b5, b7, b8, b9, and b10), the concentrations of heptachlor",sample_conc,ok_transposed,转置表 15污染物 × 11采样点 = 165条→聚合22 family={'PAHs'}
P09879,0000_Zhao Y L et al_null,3,"1 0. Falconer, R. L. ; Bidleman, T. F. Vapor pressures and predicted particle/ga",summary_conc,no_header,未找到含污染物信号的表头行
P09879,0000_Zhao Y L et al_null,4,tr><td>10</td><td>Baotou</td><td>Neimenggu</td><td>110</td><td>40.58</td><td>111,sample_conc,no_pollutant_columns,无列可解析为污染物
P09879,0000_Zhao Y L et al_null,9,r><td>camphor tree</td><td>0.60</td><td>5.19</td><td>4.00</td><td>275</td><td>0.,conc_like,no_header,未找到含污染物信号的表头行
P09879,0000_Zhao Y L et al_null,13,. 9 \pm 1 9 . 5$ </td><td> $9 . 1 \pm 2 . 3$ </td><td> $1 . 5 \pm 0 . 1$ </td><t,summary_conc,no_header,未找到含污染物信号的表头行
P07833,2018_Te Liu_IranJBasicMedSci_10.22038-IJBMS.2018.28489.6905,1,Table 2. Effect of DEHP on vaginal opening time in pubertal female rats ( day),conc_like,no_header,未找到含污染物信号的表头行
