paper_id,level,stem,tbl_idx,n_rows,n_cols,title,category,has_unit,is_conc_titled,has_hm,has_op,is_hm_op
P10188,B,2004_Chen Y X et al_PlantSoil_null,1,6,3,Table 2. Sequential extraction procedure for heavy metals in soil,other,False,False,True,False,False
P10188,B,2004_Chen Y X et al_PlantSoil_null,2,5,7,Table 3. Growth and heavy metal accumulation of ryegrass seedling in the presence and abse,conc_like,True,False,True,False,False
P05518,B,1998_Ding Aizhong et al_EnvironPollut_10.3184-095422902782775353,0,18,3,er samples are shown in Table 2. | Wells that provided drinking water were pumped for one ,other,False,False,True,False,False
P05518,B,1998_Ding Aizhong et al_EnvironPollut_10.3184-095422902782775353,1,19,5,"Table 2 Detection limits, maximum, minimum, mean values, and standard deviation of the var",other,False,False,True,False,False
P05518,B,1998_Ding Aizhong et al_EnvironPollut_10.3184-095422902782775353,2,17,15,## Cluster analysis | Cluster analysis allows the grouping of water samples on the basis o,other,False,False,True,False,False
P05518,B,1998_Ding Aizhong et al_EnvironPollut_10.3184-095422902782775353,3,18,4,Table 4 Loadings of 15 hydrochemical variables according to PC analysis for 13 water sampl,other,False,False,True,False,False
P05518,B,1998_Ding Aizhong et al_EnvironPollut_10.3184-095422902782775353,4,18,10,Table 5 PAHs in soil and water samples,other,False,False,False,True,False
P11637,B,2025_刘君博_Unknown_null,0,8,5,2025 年 5 月 | 学位论文答辩委员会组成,other,False,False,False,False,False
P11637,B,2025_刘君博_Unknown_null,1,8,3,Table2-1 Geo-accumulation index classification criteria,other,False,False,True,False,False
P11637,B,2025_刘君博_Unknown_null,2,8,3,Table2-2 Total daily intake of heavy metals in food in Chengdu,other,False,False,True,False,False
P11637,B,2025_刘君博_Unknown_null,3,26,6,"Table2-3 The concentration and coefficient of variation of heavy metals in soil, indoor an",other,False,True,True,False,False
P11637,B,2025_刘君博_Unknown_null,4,4,13,Table2-4 Geo-accumulation index of heavy metals in indoor and outdoor dust of Chengdu rura,other,False,False,True,False,False
P11637,B,2025_刘君博_Unknown_null,5,27,11,Table2-5 The concentrations of heavy metals in dust from Chengdu and other or cities,other,False,True,True,False,False
P11637,B,2025_刘君博_Unknown_null,6,22,17,Table2-6 The concentrations of PAHs in dust from Chengdu and other or cities,other,False,True,True,True,True
P11637,B,2025_刘君博_Unknown_null,7,23,4,"Table2-7 Analysis of the influence of outdoor, kitchen dust and soil on the content of hea",other,False,False,True,True,True
P11637,B,2025_刘君博_Unknown_null,8,12,2,Table3-1 Main reagents,other,False,False,True,False,False
P11637,B,2025_刘君博_Unknown_null,9,17,2,Table3-2 Main instruments,other,False,False,True,False,False
P11637,B,2025_刘君博_Unknown_null,10,8,2,td><td>Thermo Fisher Scientific</td></tr><tr><td>生物安全柜</td><td>Thermo Fisher Scientific</t,other,False,False,False,False,False
P11637,B,2025_刘君博_Unknown_null,11,12,2,Table4-1 Main reagents,other,False,False,True,False,False
P11637,B,2025_刘君博_Unknown_null,12,11,2,Table4-2 Main instruments,other,False,False,True,False,False
P11637,B,2025_刘君博_Unknown_null,13,7,4,Table4-3 Standard system,other,False,False,False,False,False
P11637,B,2025_刘君博_Unknown_null,14,9,1,Table4-4 Steps of CAT activity determination,other,False,False,False,False,False
P11637,B,2025_刘君博_Unknown_null,15,5,2,Table4-5 Composition of reverse transcription reaction solution,other,False,False,True,False,False
P11637,B,2025_刘君博_Unknown_null,16,7,2,Table4-6 Composition of qPCR reaction solution,other,False,False,True,False,False
P11637,B,2025_刘君博_Unknown_null,17,8,3,Table4-7 Primer sequences,other,False,False,True,False,False
P11637,B,2025_刘君博_Unknown_null,18,11,5,Table5-1 Non-carcinogenic health risk model parameter values,risk_or_source,False,False,True,False,False
P11637,B,2025_刘君博_Unknown_null,19,7,6,Table5-2 Non-carcinogenic health risks of HMs in indoor dust,risk_or_source,False,False,True,False,False
P11637,B,2025_刘君博_Unknown_null,20,10,6,Table5-3 Non-carcinogenic health risks of PAHs in indoor dust,risk_or_source,False,False,True,True,True
P11637,B,2025_刘君博_Unknown_null,21,8,6,E-07</td><td>7.32E-08</td><td>9.72E-07</td></tr><tr><td>Flu</td><td>2.89E-07</td><td>1.04E,other,False,False,True,False,False
P00116,B,2025_Yan K et al_Unknown_10.1002-ep.70148,0,5,4,"In addition, the RI of heavy metals, which was proposed according to the environmental pro",other,False,False,True,False,False
P00116,B,2025_Yan K et al_Unknown_10.1002-ep.70148,1,6,10,"1136 μg/g), Ace (2800 μg/g), Flu (4004 μg/g) and Phe (1056 μg/g); and the characteristic P",other,False,False,False,True,False
P00116,B,2025_Yan K et al_Unknown_10.1002-ep.70148,2,10,12,"in the literature. In this study, the ecotoxicity of PAHs in coking solid wastes was first",risk_or_source,False,False,True,True,True
P00116,B,2025_Yan K et al_Unknown_10.1002-ep.70148,3,16,19,"TABLE 4 Contents, ecotoxicity, and TECi of PAHs in cooking solid wastes. ABLE 4",other,False,False,True,True,True
P00116,B,2025_Yan K et al_Unknown_10.1002-ep.70148,4,14,4,"2. All the different coking solid wastes contain a certain amount of heavy metals, especia",risk_or_source,False,False,True,False,False
P03113,B,2020_刘瑞_环境科学_10.13651-j.cnki.fjnykj.2020.11.008,0,11,7,Table 1 Countries and institutions with the top 1O number of published papers from 1998 to,other,False,False,True,False,False
P03113,B,2020_刘瑞_环境科学_10.13651-j.cnki.fjnykj.2020.11.008,1,21,8,Table 2High-frequency keywords,other,False,False,True,True,True
P03113,B,2020_刘瑞_环境科学_10.13651-j.cnki.fjnykj.2020.11.008,2,11,6,Table 3Top 1O literatures with the highest frequency of citation,other,False,False,True,True,True
P03113,B,2020_刘瑞_环境科学_10.13651-j.cnki.fjnykj.2020.11.008,3,11,5,## 2．5 研究趋势 | 关键词出现时间及频数在很大程度上反映了该关键词在某 个 时 期 的 热 门 程 度。 而 的关键词突现分析， 不仅可以统计研究领域关键词出现的时间， 还,risk_or_source,False,False,True,False,False
P09271,B,2025_Cheng T et al_JWaterProcessEng_null,0,8,5,"nts in China reached 5858.34 ng/g, which is 40 times greater than the concentration of 147",sample_conc,True,True,True,True,True
P09271,B,2025_Cheng T et al_JWaterProcessEng_null,1,5,5,## Table 2 | Immobilized biochar materials.,conc_like,True,False,True,True,True
P09271,B,2025_Cheng T et al_JWaterProcessEng_null,2,43,5,Table 3,other,False,False,True,False,False
P09271,B,2025_Cheng T et al_JWaterProcessEng_null,3,14,6,Table 4,other,False,False,True,False,False
P09271,B,2025_Cheng T et al_JWaterProcessEng_null,4,50,8,Table 5,conc_like,True,False,True,True,True
P01583,B,2021_Lin S et al_EnvironPollut_10.1016-j.jhazmat.2021.127792_1,0,63,6,Table 1,summary_conc,True,False,True,True,True
P01583,B,2021_Lin S et al_EnvironPollut_10.1016-j.jhazmat.2021.127792_1,1,2,6,Table 1 (continued ),other,False,False,True,True,True
P01583,B,2021_Lin S et al_EnvironPollut_10.1016-j.jhazmat.2021.127792_1,2,39,5,Table 2,conc_like,True,False,True,True,True
P03773,B,2022_Yu H et al_FrontEnvironSci_10.3389-fenvs.2022.855292,0,62,25,TABLE 1 | Summary of MP pollution in agricultural soil.,other,False,False,True,False,False
P03773,B,2022_Yu H et al_FrontEnvironSci_10.3389-fenvs.2022.855292,1,16,5,"TABLE 2 | Additives used in plastics (Hahladakis et al., 2018; Barrick et al., 2021; Brids",risk_or_source,False,False,True,True,True
P03773,B,2022_Yu H et al_FrontEnvironSci_10.3389-fenvs.2022.855292,2,62,18,TABLE 3 | Combined effects of MPs and environmental pollutants.,risk_or_source,True,False,True,True,True
P03773,B,2022_Yu H et al_FrontEnvironSci_10.3389-fenvs.2022.855292,3,7,9,TABLE 3 | (Continued) Combined effects of MPs and environmental pollutants.,risk_or_source,True,False,True,True,True
P03990,B,10_3390_f13030406,0,5,6,Table 1. Classification based on ecosystem types and disturbance intensity.,other,False,False,True,False,False
P03990,B,10_3390_f13030406,1,18,8,Table 2. The statistical description of multi-scale geographically weighted regression (MG,other,False,False,True,False,False
P04385,B,10_3390_nano12111860,0,7,8,Table 1. Related analytical parameters of the developed SPME-GC-FID by using h-BN as fiber,other,False,False,True,False,False
P04385,B,10_3390_nano12111860,1,6,5,"Table 2. The molecular formula, structure, logKow and EFs that obtained with the developed",other,False,False,True,False,False
P04385,B,10_3390_nano12111860,2,17,7,Table 3. The contents of target PAHs in real samples and recoveries.,conc_like,True,False,False,True,False
P04385,B,10_3390_nano12111860,3,8,7,Table 4. Comparison of the proposed method with other reported techniques for determinatio,conc_like,True,False,True,True,True
P01227,B,10.1016_j.ecoenv.2020.111756,0,33,9,Table 1,other,False,False,True,False,False
P01227,B,10.1016_j.ecoenv.2020.111756,1,9,5,"et al., 2017b). For cellulose-based biochars, cellulose-derived intermediates, including c",risk_or_source,False,False,True,False,False
P04353,B,2020_Medium CL_Science_10.3390-microorganisms8060946,0,14,4,Table 1. Degradation efficiency of strain SJTF8 to aromatic compounds.,other,False,False,False,False,False
P04353,B,2020_Medium CL_Science_10.3390-microorganisms8060946,1,4,2,![](images/324d53792704b98bceeead5bbe9c3521f15e3ebc48b95ea211122459b80d1aee.jpg) | H,other,False,False,True,False,False
P04353,B,2020_Medium CL_Science_10.3390-microorganisms8060946,2,8,5,Table 2. General features of S. yanoikuyae SJTF8 genome.,risk_or_source,True,False,True,False,False
P04353,B,2020_Medium CL_Science_10.3390-microorganisms8060946,3,27,4,Table 3. COG functional categories of S. yanoikuyae SJTF8 genome.,other,False,False,True,False,False
P02933,B,2018_Wang H et al_Science_10.1155-2018-9264259,0,5,9,"ga Bio-tek, Norcross, GA, USA) following the manufacturer’s protocols. The DNA extracts we",other,False,False,True,False,False
P02933,B,2018_Wang H et al_Science_10.1155-2018-9264259,1,5,8,"bvious change after AOS exposure. The numbers of OTUs, Ace, and Chao1 indexes reduced from",other,False,False,False,False,False
P02933,B,2018_Wang H et al_Science_10.1155-2018-9264259,2,30,4,"nd even 0.00%, respectively. In contrast, the proportion of certain families was significa",risk_or_source,False,False,True,False,False
P10991,B,2018_Liu J et al_EnvironPollut_null,0,24,13,ween the variable combination and bacterial community composition was further supported by,other,False,False,True,True,True
P08697,B,2022_Lin S et al_JHazardMater_null,0,63,6,Table 1,summary_conc,True,False,True,True,True
P08697,B,2022_Lin S et al_JHazardMater_null,1,2,6,Table 1 (continued ),other,False,False,True,True,True
P08697,B,2022_Lin S et al_JHazardMater_null,2,39,5,Table 2,conc_like,True,False,True,True,True
P01098,B,2016_Zeng J et al_Chemosphere_10.1016-j.chemosphere.2016.01.019,0,16,4,Table 1 Concentrations of 15 PAHs in reaction mixture.,other,False,True,True,True,True
P01696,B,10.1016_j.scitotenv.2016.01.164,0,4,5,The percentage degradation of phenanthrene increased as the incubation period progressed (,risk_or_source,False,False,True,False,False
P04610,B,2016_Duan W et al_Sustainability_10.3390-su8020133,0,15,5,"Table 1. Water quality parameters, units, analytical methods and lowest detected limit as ",other,False,False,True,False,False
P04610,B,2016_Duan W et al_Sustainability_10.3390-su8020133,1,17,7,Table 2. Classification functions coefficients for DA of temporal changes.,other,False,False,True,False,False
P04610,B,2016_Duan W et al_Sustainability_10.3390-su8020133,2,14,4,Table 3. Classification matrix for DA of temporal changes.,other,False,False,True,False,False
P04610,B,2016_Duan W et al_Sustainability_10.3390-su8020133,3,17,7,Table 4. Classification functions coefficients for DA of spatial changes.Table 4. Classifi,other,False,False,True,False,False
P04610,B,2016_Duan W et al_Sustainability_10.3390-su8020133,4,14,4,Table 5. Classification matrix for discriminant analysis of spatial changes.,other,False,False,True,False,False
P04610,B,2016_Duan W et al_Sustainability_10.3390-su8020133,5,19,11,Table 6. Loadings of experimental variables (14) on significant VFs for low pollution and ,other,False,False,True,False,False
P00640,B,2013_Chen Chen et al_Water_10.1007-s11356-015-5926-0,0,4,7,Table 1 Heavy metal tolerances of Sphingobium sp. PHE-SPH and Ochrobactrum sp. PHE-OCH,other,False,False,True,False,False
P00640,B,2013_Chen Chen et al_Water_10.1007-s11356-015-5926-0,1,14,11,Table 2 Accumulations and distribution of Cu(II) and Cd(II) in Sphingobium sp. PHE-SPH and,other,False,False,True,False,False
P11290,B,2021_刘瑞_Unknown_null,0,17,7,Table 1Some physical and chemical properties of the 16 PAHs,other,False,False,True,True,True
P11290,B,2021_刘瑞_Unknown_null,1,2,5,Table2-1 Parametric condition of ICP-MS,other,False,False,False,False,False
P11290,B,2021_刘瑞_Unknown_null,2,11,5,Table 1-1 Removal experiment of TCS and PAHs by TCSdegB2 on solid medium,other,False,False,True,True,True
P11290,B,2021_刘瑞_Unknown_null,3,13,5,Table 3-2TCSdegB2 removal eficiency experiment of TCS and PAHs in an anaerobic pure cultur,other,False,False,True,True,True
P11290,B,2021_刘瑞_Unknown_null,4,2,6,Table 5-1 Content of organic pollutants in sediment,conc_like,True,False,True,True,True
P11290,B,2021_刘瑞_Unknown_null,5,7,6,Table 5-2 Content of PAHs in sediment,conc_like,True,False,False,True,False
P11290,B,2021_刘瑞_Unknown_null,6,12,9,Table 5-3Content of heavy metal in sediment,conc_like,True,False,True,False,False
P11290,B,2021_刘瑞_Unknown_null,7,3,7,Table 5-4Experimental treatment and number,other,False,False,False,False,False
P10679,B,2014_Fu J_JHazardMater_null,0,10,9,Table 1,other,False,False,True,False,False
P00252,B,10.1007_s00248-013-0313-1,0,25,6,"acterial quantification (CFU), and genes and transcripts quantification (real-time PCR on ",other,False,False,True,False,False
P00252,B,10.1007_s00248-013-0313-1,1,75,5,Table 2 Identification of bacteria in the sand batch with only artificial root exudates (A,other,False,False,True,True,True
P00252,B,10.1007_s00248-013-0313-1,2,10,6,Table 3 Phenanthrene and arsenic concentrations in the batch experiment on day 0 and day 6,other,False,True,True,False,False
P00252,B,10.1007_s00248-013-0313-1,3,4,4,"Table 4 Diversity and equitability indices (mean, n =3) calculated from the area under the",other,False,False,True,False,False
P01292,B,2013_Sneath HE et al_EnvironPollut_10.1016-j.envpol.2013.03.009,0,2,5,Table 2,other,False,False,True,False,False
P01292,B,2013_Sneath HE et al_EnvironPollut_10.1016-j.envpol.2013.03.009,1,2,11,Table 1,conc_like,True,False,True,False,False
P01292,B,2013_Sneath HE et al_EnvironPollut_10.1016-j.envpol.2013.03.009,2,3,5,"Fig. 1 shows leachable Cu, Fe and As over 56 days from batch leaching tests. All spoil tre",other,False,False,True,False,False
P01292,B,2013_Sneath HE et al_EnvironPollut_10.1016-j.envpol.2013.03.009,3,19,5,"sults are given as dry weight as mean standard error of the mean, $n = 4 ( n = 3$ for bioc",sample_conc,True,True,True,False,False
P02893,B,2013_Zhu X M et al_BiomedResInt_10.1155-2013-192986,0,9,4,"Table 1: Concentrations of heavy metals in the surface soils (mean ± SD, mg⋅kg−1 DW, ?? = ",other,False,True,True,False,False
P02893,B,2013_Zhu X M et al_BiomedResInt_10.1155-2013-192986,1,18,3,"Table 2: Concentrations (mean ± SD, ng⋅g−1 DW, ?? = 10) of PAHs detected in the fronds of ",other,False,True,True,True,True
P00118,B,2010_Qin X et al_EnvironToxicolChem_10.1002-etc.154,0,9,4,Table 1. Abbreviations for the 16 priority polycyclic aromatic hydrocarbons (PAHs) defined,other,False,False,True,True,True
P00118,B,2010_Qin X et al_EnvironToxicolChem_10.1002-etc.154,1,5,6,Table 2. Physicochemical characteristics of sediments and dissolved organic carbon (DOC) c,other,False,False,True,False,False
P00118,B,2010_Qin X et al_EnvironToxicolChem_10.1002-etc.154,2,18,4,"Table 3. Polycyclic aromatic hydrocarbon (PAH) concentrations in crabs, biota-sediment acc",sample_conc,True,True,True,True,True
P00118,B,2010_Qin X et al_EnvironToxicolChem_10.1002-etc.154,3,13,5,Table 4. Concentrations of polycyclic aromatic hydrocarbons (PAHs) in worldwide coastal/es,summary_conc,True,True,True,True,True
P01072,B,2003_Saison C et al_Chemosphere_10.1016-j.chemosphere.2003.10.059,0,5,11,Table 1,conc_like,True,False,True,False,False
P03788,B,2024_Su Y et al_FrontMarSci_10.3389-fmars.2024.1450208,0,5,10,"TABLE 1 Dietary risks posed by HCHs, DDTs, PAHs, and heavy metals in organisms collected f",risk_or_source,False,False,True,True,True
P03788,B,2024_Su Y et al_FrontMarSci_10.3389-fmars.2024.1450208,1,18,7,TABLE 2 Factors controlling heavy metals in seawater of the coastal regions along the Chin,other,False,False,True,False,False
P04194,B,2021_Wang F et al_IntJEnvironResPublicHealth_10.3390-ijerph18147690,0,29,5,Table 1. Analytical methods and minimum detection values.,other,False,False,True,False,False
P04194,B,2021_Wang F et al_IntJEnvironResPublicHealth_10.3390-ijerph18147690,1,4,5,Table 1. Cont.,other,False,False,True,False,False
P04194,B,2021_Wang F et al_IntJEnvironResPublicHealth_10.3390-ijerph18147690,2,4,9,Table 2. Model parameter values used in numerical simulations.,other,False,False,False,False,False
P04194,B,2021_Wang F et al_IntJEnvironResPublicHealth_10.3390-ijerph18147690,3,5,8,Table 3. Relevant parameters of health risk assessment.,risk_or_source,False,False,True,False,False
P04194,B,2021_Wang F et al_IntJEnvironResPublicHealth_10.3390-ijerph18147690,4,25,17,Table 4. Descriptive statistics of groundwater analysis.,other,False,False,True,False,False
P04194,B,2021_Wang F et al_IntJEnvironResPublicHealth_10.3390-ijerph18147690,5,3,7,Table 5. Carcinogenic slope factors and reference dose values of toxic and hazardous pollu,risk_or_source,False,False,True,False,False
P03003,B,2020_Li L et al_BMCBiotechnol_10.1186-s12896-020-00613-2,0,9,8,"Table 1 The effects of P. indica, Cd and Phe treatments on Chl a, Chl b, F0, Fm, Fv/Fm and",other,False,False,True,False,False
P04895,B,2020_Elzein A et al_AtmosChemPhys_10.5194-acp-20-14303-2020,0,28,5,"Table 1. Minimum, maximum and mean concentrations of individual PAHs in $\mathrm { P M } _",other,False,True,True,True,True
P04895,B,2020_Elzein A et al_AtmosChemPhys_10.5194-acp-20-14303-2020,1,4,5,"Table 2. Mean concentration of $\mathrm { B a P _ { e q } }$ , BaP and LECR assessment for",other,False,True,True,False,False
P01318,B,2019_Zheng X et al_EnvironPollut_10.1016-j.envpol.2018.12.055,0,13,6,Table 1. General characteristics of the study population in the exposed and reference grou,other,False,False,True,True,True
P01318,B,2019_Zheng X et al_EnvironPollut_10.1016-j.envpol.2018.12.055,1,15,13,c. Analysis by the Mann-Whitney U test. P < 0.05 were considered statistically significant,other,False,False,True,False,False
P01318,B,2019_Zheng X et al_EnvironPollut_10.1016-j.envpol.2018.12.055,2,2,4,Fig. 2. | BPb£OHNap£OHFIu MOHPAHS100A8/A9 IL-6IL-12p70 IP-10 NeutrophilsMonocytesCD4,other,False,False,True,True,True
P01706,B,2018_Xu H et al_SciTotalEnviron_10.1016-j.scitotenv.2017.08.101,0,50,4,Table 1 Summary of VFPs mass concentrations and chemical compositions during the sampling ,other,False,True,True,True,True
P01706,B,2018_Xu H et al_SciTotalEnviron_10.1016-j.scitotenv.2017.08.101,1,19,5,## Table 2 | Correlations of PAHs with OC and EC outdoors and indoors. (Indoor calculation,other,False,False,True,True,True
P01706,B,2018_Xu H et al_SciTotalEnviron_10.1016-j.scitotenv.2017.08.101,2,7,9,The authors declare no competing financial interests. | Non-carcinogenic health risks of h,risk_or_source,False,False,True,False,False
P03288,B,2013_ZHANG H et al_Science_10.1631-jzus.B1700123,0,16,11,Table 1 Concentrations of $\mathbf { P M } _ { 2 . 5 }$ and the chemical compounds in the ,other,False,True,True,False,False
P03288,B,2013_ZHANG H et al_Science_10.1631-jzus.B1700123,1,7,5,"Table 2 Percentages of water-soluble ions, total carbon, total metals, and SOC in the samp",other,False,False,False,False,False
P03288,B,2013_ZHANG H et al_Science_10.1631-jzus.B1700123,2,20,5,Table 3 Correlation coefficients of different chemical compounds in $\mathbf { P M } _ { 2,other,False,False,True,False,False
P04081,B,2018_Occurrence_EnvironRes_10.3390-ijerph15071422,0,10,5,Table 1. Detailed descriptions of the sampling sites.,conc_like,True,False,True,False,False
P04081,B,2018_Occurrence_EnvironRes_10.3390-ijerph15071422,1,11,4,Table 2. PAHs concentrations in source water (n = 27) of southern China.,other,False,True,False,True,False
P04081,B,2018_Occurrence_EnvironRes_10.3390-ijerph15071422,2,16,6,Table 3. List of sources of PAHs concentrations in source water and drinking water in the ,other,False,True,True,True,True
P04081,B,2018_Occurrence_EnvironRes_10.3390-ijerph15071422,3,10,4,Table 4. Heavy metal concentrations in source water (n = 27) of southern China.,other,False,True,True,False,False
P04081,B,2018_Occurrence_EnvironRes_10.3390-ijerph15071422,4,10,5,Table 5. Summary of ingestion and dermal risk values for heavy metals in water.,risk_or_source,False,False,True,False,False
P00611,B,2014_Deng G et al_EnvironSciPollutRes_10.1007-s11356-014-2995-4,0,11,9,"Table 1 Heavy metal concentration values (mg/kg,dry weight) in the sediment from different",other,False,True,True,False,False
P00611,B,2014_Deng G et al_EnvironSciPollutRes_10.1007-s11356-014-2995-4,1,6,5,"ncentrations found in the sediment samples.The potential ecological risk index method,whic",risk_or_source,False,False,False,False,False
P00611,B,2014_Deng G et al_EnvironSciPollutRes_10.1007-s11356-014-2995-4,2,4,9,Table 3 Heavy metal parameters used in the evaluation,other,False,False,True,False,False
P00611,B,2014_Deng G et al_EnvironSciPollutRes_10.1007-s11356-014-2995-4,3,10,6,">Ant>Flu. The other PAHs (Nap, Acel,Ace,BbF,BkF,BaP, IcdP,DahA,and BghiP) were below the d",risk_or_source,True,True,True,True,True
P00611,B,2014_Deng G et al_EnvironSciPollutRes_10.1007-s11356-014-2995-4,4,19,6,Table 5 PAH concentrations and ecological risk assessment guideline values (ng/g),risk_or_source,False,True,True,True,True
P06351,B,2010_Ji L et al_Water_10.1002-etc.350,0,7,5,Table 1. Surface elemental compositions (dry-wt based) and surface areas of single-walled ,other,False,False,True,False,False
P06351,B,2010_Ji L et al_Water_10.1002-etc.350,1,13,5,Table 2. Freundlich model parameters $K _ { \mathrm { F } }$ and n  standard deviation an,other,False,False,True,False,False
P10444,B,2009_Zhao C et al_JChromatogrSci_null,0,22,6,Table I. Recovery and RSD\* of the Determination of the 12 OCPs and Catalpol in the Rehman,other,False,False,True,True,True
P10444,B,2009_Zhao C et al_JChromatogrSci_null,1,5,5,Table II. Factors and Levels of SFE for OCP in Rehmannia glutinosa Libosch,other,False,False,True,True,True
P10444,B,2009_Zhao C et al_JChromatogrSci_null,2,16,6,Table III. Orthogonal Array L9(34) and Decontamination of OCP Residue from Rehmannia gluti,other,False,False,True,True,True
P10444,B,2009_Zhao C et al_JChromatogrSci_null,3,16,6,r><td>6</td><td>2</td><td>3</td><td>1</td><td>2</td><td>77.08</td></tr><tr><td>7</td><td>3,other,False,False,True,False,False
P10444,B,2009_Zhao C et al_JChromatogrSci_null,4,7,14,Table V. Results of OCP and Catalpol Determination in a Rehmannia glutinosa Libosch Sample,other,False,False,True,True,True
P10444,B,2009_Zhao C et al_JChromatogrSci_null,5,6,5,"n extraction time, and 35 kg/h flow rate. The SFE was used to remove the 12 OCP residues f",other,False,False,True,True,True
P10444,B,2009_Zhao C et al_JChromatogrSci_null,6,15,6,Table VII. Orthogonal Array L9(34) and Decontamination of HM Residue from Rehmannia glutin,other,False,False,True,False,False
P10444,B,2009_Zhao C et al_JChromatogrSci_null,7,15,5,Table VIII. Orthogonal Array L9(34) and Determination of Catapol,other,False,False,False,False,False
P10444,B,2009_Zhao C et al_JChromatogrSci_null,8,6,9,Table IX. Results of HM and Catalpol Determination in a Rehmannia glutinosa Libosch Sample,other,False,False,True,False,False
P03329,B,2021_张友峰等_中国油脂_10.19902-j.cnki.zgyz.1003-7969.2021.07.015,0,14,13,表1 油菜籽皮仁多环芳烃、重金属和硫苷含量,sample_conc,True,True,True,True,True
P04902,B,2021_Sun Y et al_AtmosChemPhys_10.5194-acp-21-6365-2021,0,19,3,Table 1. Error budget and degrees of freedom (DOFs) for the signal of the HCHO retrieval a,other,False,False,True,True,True
P04902,B,2021_Sun Y et al_AtmosChemPhys_10.5194-acp-21-6365-2021,1,20,14,Table 2. Total emissions of all atmospheric compounds over China used in the GEOS-Chem mod,other,False,False,True,True,True
P04902,B,2021_Sun Y et al_AtmosChemPhys_10.5194-acp-21-6365-2021,2,13,3,Table 3. GEOS-Chem model configurations and delimitations of all geographical regions. For,other,False,False,True,False,False
P04902,B,2021_Sun Y et al_AtmosChemPhys_10.5194-acp-21-6365-2021,3,9,5,Table 4. Statistical modeling results for relative contributions of different sources to t,other,False,False,False,True,False
P02906,B,2014_Ding S et al_JNanomater_10.1155-2014-678489_1,0,4,4,Table 1: Data arose from the analysis of BET surface area.,other,False,False,True,False,False
P09509,B,2026_Jin T et al_JHazardMater_null,0,6,9,"mobilized consortia maintained soil phosphorus availability, which is beneficial for ecolo",other,False,False,True,False,False
P09509,B,2026_Jin T et al_JHazardMater_null,1,11,8,Table 2,other,False,False,False,False,False
P02313,B,2025_Yijing Du_Unknown_10.1051-e3sconf-202562801015,0,17,4,Table 1. Setting values of non-carcinogenic risk parameters and carcinogenic risk paramete,risk_or_source,False,False,True,True,True
P02313,B,2025_Yijing Du_Unknown_10.1051-e3sconf-202562801015,1,10,3,"Table 2. Environmental predicted concentration values of the target pollutants, PEC",other,False,True,False,True,False
P02313,B,2025_Yijing Du_Unknown_10.1051-e3sconf-202562801015,2,10,5,Table 3. Risk values for target pollutants in groundwater and soil,risk_or_source,False,False,False,True,False
P02313,B,2025_Yijing Du_Unknown_10.1051-e3sconf-202562801015,3,11,5,Table 4. Human health risk assessment of contaminants in maize and wheat kernels for adult,risk_or_source,False,False,True,True,True
P00830,B,2023_Exposure H_ExposHealth_10.1007-s12403-022-00520-3,0,3,4,07 January 2023 | December 2023,risk_or_source,False,False,False,False,False
P09184,B,2024_Xie X et al_EcotoxicolEnvironSaf_null_1,0,55,7,The source composition and contribution rates are detailed in | Enhancement and refinement,risk_or_source,False,False,True,True,True
P09184,B,2024_Xie X et al_EcotoxicolEnvironSaf_null_1,1,8,4,{ H g } }$ (Table S9). The non-carcinogenic risk indices (HI) for adults and children are ,risk_or_source,False,False,True,False,False
P09184,B,2024_Xie X et al_EcotoxicolEnvironSaf_null_1,2,8,6,", Hg (Mercury), As (Arsenic), Cu (Copper), Nap (Naphthalene), Phe (Phenanthrene), Fla (Flu",risk_or_source,False,False,True,True,True
P09185,B,2024_Xie X et al_EcotoxicolEnvironSaf_null_2,0,55,7,The source composition and contribution rates are detailed in | Enhancement and refinement,risk_or_source,False,False,True,True,True
P09185,B,2024_Xie X et al_EcotoxicolEnvironSaf_null_2,1,8,4,{ H g } }$ (Table S9). The non-carcinogenic risk indices (HI) for adults and children are ,risk_or_source,False,False,True,False,False
P09185,B,2024_Xie X et al_EcotoxicolEnvironSaf_null_2,2,8,6,", Hg (Mercury), As (Arsenic), Cu (Copper), Nap (Naphthalene), Phe (Phenanthrene), Fla (Flu",risk_or_source,False,False,True,True,True
P11405,B,2023_Lu X et al_EcotoxicolEnvironSaf_null_1,0,25,3,reatment facilities and water quality monitoring equipment. Solid waste treatment is also ,risk_or_source,False,False,True,False,False
P11405,B,2023_Lu X et al_EcotoxicolEnvironSaf_null_1,1,12,3,Table 2,risk_or_source,False,False,True,False,False
P11405,B,2023_Lu X et al_EcotoxicolEnvironSaf_null_1,2,9,3,Accuracy (Acc) and precision (Pre) were used as metrics to evaluate soil pollution identif,other,False,False,True,False,False
P11405,B,2023_Lu X et al_EcotoxicolEnvironSaf_null_1,3,7,11,"es increases. Panels A, B and C show the results of RF, SVM and MLP models trained on Feat",risk_or_source,False,False,True,False,False
P03075,B,2016_熊惠磊等_环境工程_10.13205-j.hjgc.201607037,0,13,2,Table 1 Basic characteristics of the contaminated soil and screening values,other,False,False,True,False,False
P03075,B,2016_熊惠磊等_环境工程_10.13205-j.hjgc.201607037,1,10,9,Table 2 The soil particles proportion and the pollutants distribution,other,False,False,True,False,False
