source_file,source_version,source_row_id,track_raw,track_normalized,factor_name_raw,level1_category,scenario,land_use_target,threshold_text,unit,standard_source,standard_level,risk_level,notes,factor_name_norm,factor_id,production_applicable,ecology_applicable,factor_name_cn,factor_name_en,factor_type,evidence_level,default_unit
20251015_V1.6合并版,V1.6,983,管制值,both,顺-12-二氯乙烯,,第二类用地,生产,2000mg/kg,mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,国家标准,中高风险,农产品安全关键指标,顺-12-二氯乙烯,,1,1,顺-12-二氯乙烯,顺-12-二氯乙烯,,A,mg/kg
20251015_V1.6合并版,V1.6,988,管制值,both,pp'-滴滴滴,,第二类用地,生产,71mg/kg,mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,国家标准,中高风险,重点监测因子；农产品安全关键指标,pp'-滴滴滴,,1,1,pp'-滴滴滴,pp'-滴滴滴,,A,mg/kg
20251015_V1.6合并版,V1.6,979,管制值,both,间-二甲苯+对-二甲苯,,第二类用地,生产,570mg/kg,mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,国家标准,中高风险,农产品安全关键指标,间-二甲苯+对-二甲苯,126,1,1,间-二甲苯+对-二甲苯,间-二甲苯+对-二甲苯,,A,mg/kg
20251015_V1.6合并版,V1.6,975,风险值,both,邻苯二甲酸二正辛酯,,第一类用地,生产,390mg/kg,mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,国家标准,中高风险,农产品安全关键指标,邻苯二甲酸二正辛酯,176,1,1,邻苯二甲酸二正辛酯,邻苯二甲酸二正辛酯,,A,mg/kg
20251015_V1.6合并版,V1.6,970,风险值,both,邻苯二甲酸二(2-乙基己基)酯,,第二类用地,生产,121mg/kg,mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,国家标准,中高风险,农产品安全关键指标,邻苯二甲酸二(2-乙基己基)酯,172,1,1,邻苯二甲酸二(2-乙基己基)酯,邻苯二甲酸二(2-乙基己基)酯,,A,mg/kg
20251015_V1.6合并版,V1.6,951,管制值,both,苯胺,,第二类用地,生产,663mg/kg,mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,国家标准,中高风险,农产品安全关键指标,苯胺,132,1,1,苯胺,苯胺,,A,mg/kg
20251015_V1.6合并版,V1.6,947,管制值,both,苯并[k]荧蒽,,第二类用地,生产,1500mg/kg,mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,国家标准,中高风险,农产品安全关键指标,苯并[k]荧蒽,142,1,1,苯并[k]荧蒽,苯并[k]荧蒽,,A,mg/kg
20251015_V1.6合并版,V1.6,952,管制值,both,茚并[123-cd]芘,,第二类用地,生产,151mg/kg,mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,国家标准,中风险,农产品安全关键指标,茚并[123-cd]芘,,1,1,茚并[123-cd]芘,茚并[123-cd]芘,,A,mg/kg
20251015_V1.6合并版,V1.6,943,管制值,both,苯并[b]荧蒽,,第二类用地,生产,151mg/kg,mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,国家标准,中高风险,农产品安全关键指标,苯并[b]荧蒽,140,1,1,苯并[b]荧蒽,苯并[b]荧蒽,,A,mg/kg
20251015_V1.6合并版,V1.6,967,管制值,both,邻苯二甲酸丁基苄酯,,第一类用地,生产,3120mg/kg,mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,国家标准,中高风险,农产品安全关键指标,邻苯二甲酸丁基苄酯,174,1,1,邻苯二甲酸丁基苄酯,邻苯二甲酸丁基苄酯,,A,mg/kg
20251015_V1.6合并版,V1.6,963,管制值,both,邻-二甲苯,,第二类用地,生产,640mg/kg,mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,国家标准,中高风险,农产品安全关键指标,邻-二甲苯,128,1,1,邻-二甲苯,邻-二甲苯,,A,mg/kg
20251015_V1.6合并版,V1.6,959,管制值,both,萘,,第二类用地,生产,700mg/kg,mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,国家标准,中风险,农产品安全关键指标,萘,150,1,1,萘,萘,,A,mg/kg
20251015_V1.6合并版,V1.6,195,旱地,both,坡度,,东北山丘平原区,生产,≤15°,°,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,坡度,6,1,1,坡度,坡度,,B,°
20251015_V1.6合并版,V1.6,214,旱地,both,有效土层,,长江中下游平原区,生产,≥50cm,cm,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,有效土层,4,1,1,有效土层,有效土层,,B,cm
20251015_V1.6合并版,V1.6,159,灌木林地,both,土壤质地,,西北干旱区,生产,砂土至壤质砂土,/,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,土壤质地,32,1,1,土壤质地,土壤质地,,B,/
20251015_V1.6合并版,V1.6,483,旱地,both,pH,,西南山地丘陵区,生产,6.5-8.5,/,土壤复垦质量控制标准TD/T1036-2013,行业标准,中风险,常规监测因子；土壤基础理化性质,pH,11,1,1,pH,pH,,B,/
20251015_V1.6合并版,V1.6,555,/,both,含盐量,,盐碱地耐盐植物种植,生态,≤1.5g/kg,g/kg,绿化种植土壤CJ/T340-2016,行业标准,低风险,土壤基础理化性质,EC_mScm,13,1,1,含盐量,EC_mScm,,B,g/kg
20251015_V1.6合并版,V1.6,551,,both,可溶性硼,,硼害,生态,<1mg/L,mg/L,绿化种植土壤CJ/T340-2016,行业标准,低风险,土壤基础理化性质,可溶性硼,17,1,1,可溶性硼,可溶性硼,,B,mg/L
20251015_V1.6合并版,V1.6,550,,both,可溶性氯,,盐害,生态,<180mg/L,mg/L,绿化种植土壤CJ/T340-2016,行业标准,低风险,土壤基础理化性质,可溶性氯,16,1,1,可溶性氯,可溶性氯,,B,mg/L
20251015_V1.6合并版,V1.6,548,,both,交换性钠,,盐害,生态,<120mg/kg,mg/kg,绿化种植土壤CJ/T340-2016,行业标准,低风险,土壤基础理化性质,交换性钠,14,1,1,交换性钠,交换性钠,,B,mg/kg
20251015_V1.6合并版,V1.6,557,,both,钠吸附比,,盐害,生态,<3,/,绿化种植土壤CJ/T340-2016,行业标准,低风险,土壤基础理化性质,钠吸附比,18,1,1,钠吸附比,钠吸附比,,B,/
20251015_V1.6合并版,V1.6,558,/,both,阳离子交换量,,全区通用,生态,≥10cmol+/kg,cmol+/kg,绿化种植土壤CJ/T340-2016,行业标准,低风险,土壤基础理化性质,CEC_cmolkg,19,1,1,阳离子交换量,CEC_cmolkg,,B,cmol+/kg
20251015_V1.6合并版,V1.6,339,灌木林地,both,砾石含量,,青藏高原区,生产,≤50%,%,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,砾石含量,79,1,1,砾石含量,砾石含量,,B,%
20251015_V1.6合并版,V1.6,411,,both,最大湿密度,,种植土壤下构筑物,生态,≤0.8Mg/m³,Mg/m³,绿化种植土壤CJ/T340-2016,行业标准,低风险,土地复垦要求,最大湿密度,10,1,1,最大湿密度,最大湿密度,,B,Mg/m³
20251015_V1.6合并版,V1.6,412,,both,密度,,种植土壤下构筑物,生态,≤0.5Mg/m³,Mg/m³,绿化种植土壤CJ/T340-2016,行业标准,低风险,土地复垦要求,密度,7,1,1,密度,密度,,B,Mg/m³
20251015_V1.6合并版,V1.6,398,/,both,孔隙度,,/,生态,5-25%,%,绿化种植土壤CJ/T340-2016,行业标准,低风险,土地复垦要求,孔隙度,9,1,1,孔隙度,孔隙度,,B,%
20251015_V1.6合并版,V1.6,396,大、中乔木,both,土壤粒径,,全区通用,生态,≤5cm,cm,园林绿化工程施工及验收规范CJ/J82-2012,行业标准,低风险,土地复垦要求,土壤粒径,2,1,1,土壤粒径,土壤粒径,,B,cm
20251015_V1.6合并版,V1.6,390,表层0cm-20cm,both,土壤入渗率,,用于雨水调蓄或净化,生态,10mm/h-360mm/h,mm/h,绿化种植土壤CJ/T340-2016,行业标准,低风险,土地复垦要求,土壤入渗率,5,1,1,土壤入渗率,土壤入渗率,,B,mm/h
V1.7生态终版,V1.7,145,生态,ecology,"二苯并[a,h]蒽",,一般绿地,生态,二类用地区≤1.5mg/kg,,,,,质量建设用地土壤污染风险管控标准GB36600-2018,"二苯并[a,h]蒽",146,0,1,"二苯并[a,h]蒽","二苯并[a,h]蒽",,C,
V1.7生态终版,V1.7,147,生态,ecology,"茚并[1,2,3-cd]芘",,一般绿地,生态,二类用地区≤15mg/kg,,,,,质量建设用地土壤污染风险管控标准GB36600-2018,"茚并[1,2,3-cd]芘",148,0,1,"茚并[1,2,3-cd]芘","茚并[1,2,3-cd]芘",,C,
V1.7生态终版,V1.7,157,生态,ecology,"1,2-二溴乙烷",,一般绿地,生态,二类用地区≤0.24mg/kg,,,,,质量建设用地土壤污染风险管控标准GB36600-2018,"1,2-二溴乙烷",158,0,1,"1,2-二溴乙烷","1,2-二溴乙烷",,C,
V1.7生态终版,V1.7,161,生态,ecology,"2,4-二硝基甲苯",,一般绿地,生态,二类用地区≤5.2mg/kg,,,,,质量建设用地土壤污染风险管控标准GB36600-2018,"2,4-二硝基甲苯",162,0,1,"2,4-二硝基甲苯","2,4-二硝基甲苯",,C,
V1.7生态终版,V1.7,163,生态,ecology,"2,4-二氯酚",,一般绿地,生态,二类用地区≤843mg/kg,,,,,质量建设用地土壤污染风险管控标准GB36600-2018,"2,4-二氯酚",164,0,1,"2,4-二氯酚","2,4-二氯酚",,C,
V1.7生态终版,V1.7,167,生态,ecology,"2,4-二硝基酚",,一般绿地,生态,二类用地区≤562mg/kg,,,,,质量建设用地土壤污染风险管控标准GB36600-2018,"2,4-二硝基酚",168,0,1,"2,4-二硝基酚","2,4-二硝基酚",,C,
V1.7生态终版,V1.7,177,生态,ecology,"3,3'-二氯联苯胺",,一般绿地,生态,二类用地区≤3.6mg/kg,,,,,质量建设用地土壤污染风险管控标准GB36600-2018,"3,3'-二氯联苯胺",178,0,1,"3,3'-二氯联苯胺","3,3'-二氯联苯胺",,C,
V1.7生态终版,V1.7,117,生态,ecology,"1,4-二氯苯",,一般绿地,生态,二类用地区≤20mg/kg,,,,,质量建设用地土壤污染风险管控标准GB36600-2018,"1,4-二氯苯",118,0,1,"1,4-二氯苯","1,4-二氯苯",,C,
V1.7生态终版,V1.7,165,生态,ecology,"2,4,6-三氯酚",,一般绿地,生态,二类用地区≤137mg/kg,,,,,质量建设用地土壤污染风险管控标准GB36600-2018,"2,4,6-三氯酚",166,0,1,"2,4,6-三氯酚","2,4,6-三氯酚",,C,
V1.7生态终版,V1.7,115,生态,ecology,"1,2-二氯苯",,一般绿地,生态,二类用地区≤560mg/kg,,,,,质量建设用地土壤污染风险管控标准GB36600-2018,"1,2-二氯苯",116,0,1,"1,2-二氯苯","1,2-二氯苯",,C,
V1.7生态终版,V1.7,87,生态,ecology,"顺-1,2-二氯乙烯",,一般绿地,生态,二类用地区≤596mg/kg,,,,,质量建设用地土壤污染风险管控标准GB36600-2018,"顺-1,2-二氯乙烯",88,0,1,"顺-1,2-二氯乙烯","顺-1,2-二氯乙烯",,C,
V1.7生态终版,V1.7,103,生态,ecology,"1,1,2-三氯乙烷",,一般绿地,生态,二类用地区≤2.8mg/kg,,,,,质量建设用地土壤污染风险管控标准GB36600-2018,"1,1,2-三氯乙烷",104,0,1,"1,1,2-三氯乙烷","1,1,2-三氯乙烷",,C,
V1.7生态终版,V1.7,101,生态,ecology,"1,1,1-三氯乙烷",,一般绿地,生态,二类用地区≤840mg/kg,,,,,质量建设用地土壤污染风险管控标准GB36600-2018,"1,1,1-三氯乙烷",102,0,1,"1,1,1-三氯乙烷","1,1,1-三氯乙烷",,C,
V1.7生态终版,V1.7,97,生态,ecology,"1,1,2,2-四氯乙烷",,一般绿地,生态,二类用地区≤6.8mg/kg,,,,,质量建设用地土壤污染风险管控标准GB36600-2018,"1,1,2,2-四氯乙烷",98,0,1,"1,1,2,2-四氯乙烷","1,1,2,2-四氯乙烷",,C,
V1.7生态终版,V1.7,95,生态,ecology,"1,1,1,2-四氯乙烷",,一般绿地,生态,二类用地区≤10mg/kg,,,,,质量建设用地土壤污染风险管控标准GB36600-2018,"1,1,1,2-四氯乙烷",96,0,1,"1,1,1,2-四氯乙烷","1,1,1,2-四氯乙烷",,C,
V1.7生态终版,V1.7,93,生态,ecology,"1,2-二氯丙烷",,一般绿地,生态,二类用地区≤5mg/kg,,,,,质量建设用地土壤污染风险管控标准GB36600-2018,"1,2-二氯丙烷",94,0,1,"1,2-二氯丙烷","1,2-二氯丙烷",,C,
V1.7生态终版,V1.7,89,生态,ecology,"反-1,2-二氯乙烯",,一般绿地,生态,二类用地区≤54mg/kg,,,,,质量建设用地土壤污染风险管控标准GB36600-2018,"反-1,2-二氯乙烯",90,0,1,"反-1,2-二氯乙烯","反-1,2-二氯乙烯",,C,
V1.7生态终版,V1.7,85,生态,ecology,"1,1-二氯乙烯",,一般绿地,生态,二类用地区≤66mg/kg,,,,,质量建设用地土壤污染风险管控标准GB36600-2018,"1,1-二氯乙烯",86,0,1,"1,1-二氯乙烯","1,1-二氯乙烯",,C,
V1.7生态终版,V1.7,83,生态,ecology,"1,2-二氯乙烷",,一般绿地,生态,二类用地区≤5mg/kg,,,,,质量建设用地土壤污染风险管控标准GB36600-2018,"1,2-二氯乙烷",84,0,1,"1,2-二氯乙烷","1,2-二氯乙烷",,C,
V1.7生态终版,V1.7,81,生态,ecology,"1,1-二氯乙烷",,一般绿地,生态,二类用地区≤9mg/kg,,,,,质量建设用地土壤污染风险管控标准GB36600-2018,"1,1-二氯乙烷",82,0,1,"1,1-二氯乙烷","1,1-二氯乙烷",,C,
V1.7生态终版,V1.7,4,生态,ecology,nan,,,,普通绿化区 ≥30cm,,,,,园林绿化工程施工及验收规范CJ/J82-2012,nan,,0,1,nan,nan,,C,
V1.7生态终版,V1.7,209,生态,ecology,"3,3'4,4',5-五氯联苯(PCB126)",,一般绿地,生态,二类用地区≤1×10⁻⁴mg/kg,,,,,质量建设用地土壤污染风险管控标准GB36600-2018,"3,3'4,4',5-五氯联苯(PCB126)",210,0,1,"3,3'4,4',5-五氯联苯(PCB126)","3,3'4,4',5-五氯联苯(PCB126)",,C,
V1.7生态终版,V1.7,107,生态,ecology,"1,2,3-三氯丙烷",,一般绿地,生态,二类用地区≤0.5mg/kg,,,,,质量建设用地土壤污染风险管控标准GB36600-2018,"1,2,3-三氯丙烷",108,0,1,"1,2,3-三氯丙烷","1,2,3-三氯丙烷",,C,
V1.7生态终版,V1.7,211,生态,ecology,"3,3'4,4'5,5'-六氯联苯(PCB169)",,一般绿地,生态,二类用地区≤4×10⁻⁴mg/kg,,,,,质量建设用地土壤污染风险管控标准GB36600-2018,"3,3'4,4'5,5'-六氯联苯(PCB169)",212,0,1,"3,3'4,4'5,5'-六氯联苯(PCB169)","3,3'4,4'5,5'-六氯联苯(PCB169)",,C,
