paper_id,sample_id,pollutant_std,value,unit,evidence_location,matrix,site_type,province,extract_notes,latitude,longitude
Yong-Jiang Zhang 等 - 2023 - Spatial distribution c,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Number_of,Nap_ngg,2.0,Unknown,table_p4_ri2_ci2,soil,,,phase14_batch2; matrix=score=122:high; conf=high; flag=,,
Yong-Jiang Zhang 等 - 2023 - Spatial distribution c,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Pollution_level,BaA_ngg,0.0456,Unknown,table_p6_ri3_ci3,soil,,,phase14_batch2; matrix=score=122:high; conf=high; flag=,,
Yong-Jiang Zhang 等 - 2023 - Spatial distribution c,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_One-factor_index,BbF_ngg,0.1173,Unknown,table_p6_ri5_ci1,soil,,,phase14_batch2; matrix=score=122:high; conf=high; flag=,,
Yong-Jiang Zhang 等 - 2023 - Spatial distribution c,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Nemero_composite_index,BbF_ngg,0.0137,Unknown,table_p6_ri5_ci2,soil,,,phase14_batch2; matrix=score=122:high; conf=high; flag=,,
Yong-Jiang Zhang 等 - 2023 - Spatial distribution c,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Pollution_level,BbF_ngg,0.0835,Unknown,table_p6_ri5_ci3,soil,,,phase14_batch2; matrix=score=122:high; conf=high; flag=,,
Yong-Jiang Zhang 等 - 2023 - Spatial distribution c,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_One-factor_index,BkF_ngg,0.0068,Unknown,table_p6_ri6_ci1,soil,,,phase14_batch2; matrix=score=122:high; conf=high; flag=,,
Yong-Jiang Zhang 等 - 2023 - Spatial distribution c,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Nemero_composite_index,BkF_ngg,0.0007,Unknown,table_p6_ri6_ci2,soil,,,phase14_batch2; matrix=score=122:high; conf=high; flag=,,
Yong-Jiang Zhang 等 - 2023 - Spatial distribution c,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Pollution_level,BkF_ngg,0.0048,Unknown,table_p6_ri6_ci3,soil,,,phase14_batch2; matrix=score=122:high; conf=high; flag=,,
Yong-Jiang Zhang 等 - 2023 - Spatial distribution c,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_One-factor_index,BaP_ngg,0.9665,Unknown,table_p6_ri7_ci1,soil,,,phase14_batch2; matrix=score=122:high; conf=high; flag=,,
Yong-Jiang Zhang 等 - 2023 - Spatial distribution c,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Nemero_composite_index,BaP_ngg,0.1101,Unknown,table_p6_ri7_ci2,soil,,,phase14_batch2; matrix=score=122:high; conf=high; flag=,,
Yong-Jiang Zhang 等 - 2023 - Spatial distribution c,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Pollution_level,BaP_ngg,0.6878,Unknown,table_p6_ri7_ci3,soil,,,phase14_batch2; matrix=score=122:high; conf=high; flag=,,
Yong-Jiang Zhang 等 - 2023 - Spatial distribution c,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_One-factor_index,DahA_ngg,0.1975,Unknown,table_p6_ri9_ci1,soil,,,phase14_batch2; matrix=score=122:high; conf=high; flag=,,
Yong-Jiang Zhang 等 - 2023 - Spatial distribution c,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Nemero_composite_index,DahA_ngg,0.0206,Unknown,table_p6_ri9_ci2,soil,,,phase14_batch2; matrix=score=122:high; conf=high; flag=,,
Yong-Jiang Zhang 等 - 2023 - Spatial distribution c,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Pollution_level,DahA_ngg,0.1404,Unknown,table_p6_ri9_ci3,soil,,,phase14_batch2; matrix=score=122:high; conf=high; flag=,,
