paper_id,sample_id,pollutant_std,value,unit,evidence_location,matrix,site_type,province,extract_notes,latitude,longitude
_dup_j.jhazmat.2007.07.014,_dup_j.jhazmat.2007.07.014_T1,pH,7.83,Unknown,table_p2_ri1_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_j.jhazmat.2007.07.014,_dup_j.jhazmat.2007.07.014_SCFs,BkF_ngg,0.18,Unknown,table_p4_ri15_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_j.jhazmat.2007.07.014,_dup_j.jhazmat.2007.07.014_RCFs,BghiP_ngg,0.53,Unknown,table_p4_ri17_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_j.jhazmat.2007.07.014,_dup_j.jhazmat.2007.07.014_SCFs,BghiP_ngg,0.3,Unknown,table_p4_ri17_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_j.jhazmat.2007.07.014,_dup_j.jhazmat.2007.07.014_RCFs,Cd_mgkg,0.51,Unknown,table_p6_ri2_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_j.jhazmat.2007.07.014,_dup_j.jhazmat.2007.07.014_SCFs,Cd_mgkg,0.14,Unknown,table_p6_ri2_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_j.jhazmat.2007.07.014,_dup_j.jhazmat.2007.07.014_RCFs,Cr_mgkg,0.09,Unknown,table_p6_ri3_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_j.jhazmat.2007.07.014,_dup_j.jhazmat.2007.07.014_SCFs,Cr_mgkg,0.01,Unknown,table_p6_ri3_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_j.jhazmat.2007.07.014,_dup_j.jhazmat.2007.07.014_RCFs,Cu_mgkg,0.23,Unknown,table_p6_ri4_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_j.jhazmat.2007.07.014,_dup_j.jhazmat.2007.07.014_SCFs,Cu_mgkg,0.07,Unknown,table_p6_ri4_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_j.jhazmat.2007.07.014,_dup_j.jhazmat.2007.07.014_RCFs,Pb_mgkg,0.15,Unknown,table_p6_ri5_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_j.jhazmat.2007.07.014,_dup_j.jhazmat.2007.07.014_SCFs,Pb_mgkg,0.06,Unknown,table_p6_ri5_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_j.jhazmat.2007.07.014,_dup_j.jhazmat.2007.07.014_RCFs,Ni_mgkg,0.69,Unknown,table_p6_ri6_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_j.jhazmat.2007.07.014,_dup_j.jhazmat.2007.07.014_SCFs,Ni_mgkg,0.15,Unknown,table_p6_ri6_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
