paper_id,sample_id,pollutant_std,value,unit,evidence_location,matrix,site_type,province,extract_notes,latitude,longitude
72377_s00244-014-0085-8,72377_s00244-014-0085-8_Experimental_area_(n_=_26),Nap_ngg,5.93,Unknown,table_p5_ri2_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72377_s00244-014-0085-8,72377_s00244-014-0085-8_BaPeq,Pyr_ngg,0.016,Unknown,table_p9_ri9_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72377_s00244-014-0085-8,72377_s00244-014-0085-8_BaPeq,BaA_ngg,0.084,Unknown,table_p9_ri10_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72377_s00244-014-0085-8,72377_s00244-014-0085-8_BaPeq,Chr_ngg,0.016,Unknown,table_p9_ri11_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72377_s00244-014-0085-8,72377_s00244-014-0085-8_BaPeq,BbF_ngg,0.296,Unknown,table_p9_ri12_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72377_s00244-014-0085-8,72377_s00244-014-0085-8_BaPeq,BkF_ngg,0.23,Unknown,table_p9_ri13_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72377_s00244-014-0085-8,72377_s00244-014-0085-8_BaPeq,BaP_ngg,1.147,Unknown,table_p9_ri14_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72377_s00244-014-0085-8,72377_s00244-014-0085-8_BaPeq,BghiP_ngg,0.055,Unknown,table_p9_ri17_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72377_s00244-014-0085-8,72377_s00244-014-0085-8_BaPeq,Sum_PAH_ngg,150.4,Unknown,table_p9_ri24_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72377_s00244-014-0085-8,72377_s00244-014-0085-8_BaPeq,Sum_PAH_ngg,2.764,Unknown,table_p9_ri25_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72377_s00244-014-0085-8,72377_s00244-014-0085-8_BaPeq,Sum_PAH_ngg,2.481,Unknown,table_p9_ri26_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
