paper_id,sample_id,pollutant_std,value,unit,evidence_location,matrix,site_type,province,extract_notes,latitude,longitude
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S102,Nap_ngg,243.1,Unknown,table_p25_ri1_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S104,Acy_ngg,64.6,Unknown,table_p26_ri3_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S26,Acy_ngg,54.7,Unknown,table_p26_ri3_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S105,Acy_ngg,69.5,Unknown,table_p26_ri3_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S106,Acy_ngg,37.5,Unknown,table_p26_ri3_ci5,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_G12,Acy_ngg,59.6,Unknown,table_p26_ri3_ci6,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S101,Acy_ngg,58.7,Unknown,table_p26_ri3_ci7,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_C.V%,Acy_ngg,37.0,Unknown,table_p26_ri3_ci9,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_CG,Acy_ngg,8.9,Unknown,table_p26_ri3_ci10,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S102,Phe_ngg,26.2,Unknown,table_p26_ri5_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S104,Phe_ngg,46.9,Unknown,table_p26_ri5_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S26,Phe_ngg,30.4,Unknown,table_p26_ri5_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S105,Phe_ngg,32.6,Unknown,table_p26_ri5_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S106,Phe_ngg,39.6,Unknown,table_p26_ri5_ci5,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_G12,Phe_ngg,58.5,Unknown,table_p26_ri5_ci6,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S101,Phe_ngg,50.7,Unknown,table_p26_ri5_ci7,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_C.V%,Phe_ngg,29.0,Unknown,table_p26_ri5_ci9,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_CG,Phe_ngg,1.1,Unknown,table_p26_ri5_ci10,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S102,Ant_ngg,3.1,Unknown,table_p26_ri6_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S104,Ant_ngg,6.4,Unknown,table_p26_ri6_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S26,Ant_ngg,13.2,Unknown,table_p26_ri6_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S105,Ant_ngg,7.3,Unknown,table_p26_ri6_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S106,Ant_ngg,15.3,Unknown,table_p26_ri6_ci5,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_G12,Ant_ngg,8.6,Unknown,table_p26_ri6_ci6,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S101,Ant_ngg,12.3,Unknown,table_p26_ri6_ci7,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_C.V%,Ant_ngg,46.0,Unknown,table_p26_ri6_ci9,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S102,Pyr_ngg,34.7,Unknown,table_p26_ri8_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S104,Pyr_ngg,27.7,Unknown,table_p26_ri8_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S26,Pyr_ngg,138.7,Unknown,table_p26_ri8_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S105,Pyr_ngg,36.6,Unknown,table_p26_ri8_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S106,Pyr_ngg,189.3,Unknown,table_p26_ri8_ci5,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_G12,Pyr_ngg,94.6,Unknown,table_p26_ri8_ci6,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S101,Pyr_ngg,80.3,Unknown,table_p26_ri8_ci7,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_C.V%,Pyr_ngg,70.0,Unknown,table_p26_ri8_ci9,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_CG,Pyr_ngg,3.1,Unknown,table_p26_ri8_ci10,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_C.V%,Chr_ngg,1.0,Unknown,table_p26_ri10_ci9,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_C.V%,BkF_ngg,1.0,Unknown,table_p26_ri12_ci9,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S102,DahA_ngg,1.6,Unknown,table_p26_ri14_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S104,DahA_ngg,2.9,Unknown,table_p26_ri14_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S26,DahA_ngg,2.8,Unknown,table_p26_ri14_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S105,DahA_ngg,1.8,Unknown,table_p26_ri14_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S106,DahA_ngg,1.7,Unknown,table_p26_ri14_ci5,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_G12,DahA_ngg,1.0,Unknown,table_p26_ri14_ci6,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S101,DahA_ngg,1.5,Unknown,table_p26_ri14_ci7,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_C.V%,DahA_ngg,37.0,Unknown,table_p26_ri14_ci9,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S26,Ind_ngg,47.1,Unknown,table_p26_ri15_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S106,Ind_ngg,39.4,Unknown,table_p26_ri15_ci5,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_G12,Ind_ngg,36.7,Unknown,table_p26_ri15_ci6,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_C.V%,Ind_ngg,54.0,Unknown,table_p26_ri15_ci9,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S102,BghiP_ngg,163.4,Unknown,table_p26_ri16_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S105,BghiP_ngg,213.1,Unknown,table_p26_ri16_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S106,BghiP_ngg,205.7,Unknown,table_p26_ri16_ci5,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_C.V%,BghiP_ngg,54.0,Unknown,table_p26_ri16_ci9,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S102,Sum_PAH_ngg,276.7,Unknown,table_p26_ri17_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S104,Sum_PAH_ngg,219.9,Unknown,table_p26_ri17_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S26,Sum_PAH_ngg,375.1,Unknown,table_p26_ri17_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S105,Sum_PAH_ngg,420.2,Unknown,table_p26_ri17_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S106,Sum_PAH_ngg,627.0,Unknown,table_p26_ri17_ci5,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_G12,Sum_PAH_ngg,324.1,Unknown,table_p26_ri17_ci6,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S101,Sum_PAH_ngg,291.1,Unknown,table_p26_ri17_ci7,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_C.V%,Sum_PAH_ngg,37.0,Unknown,table_p26_ri17_ci9,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_CG,Sum_PAH_ngg,19.5,Unknown,table_p26_ri17_ci10,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_soil_PAH,Nap_ngg,449.09,Unknown,table_p27_ri1_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_corn_PAH,Nap_ngg,47.86,Unknown,table_p27_ri1_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_PCF,Nap_ngg,0.11,Unknown,table_p27_ri1_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_soil_PAH,Ace_ngg,25.16,Unknown,table_p27_ri2_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_corn_PAH,Ace_ngg,3.9,Unknown,table_p27_ri2_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_PCF,Ace_ngg,0.16,Unknown,table_p27_ri2_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_soil_PAH,Acy_ngg,465.0,Unknown,table_p27_ri3_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_corn_PAH,Acy_ngg,51.27,Unknown,table_p27_ri3_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_PCF,Acy_ngg,0.11,Unknown,table_p27_ri3_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_soil_PAH,Phe_ngg,248.96,Unknown,table_p27_ri5_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_corn_PAH,Phe_ngg,40.71,Unknown,table_p27_ri5_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_PCF,Phe_ngg,0.16,Unknown,table_p27_ri5_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_soil_PAH,Ant_ngg,362.44,Unknown,table_p27_ri6_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_corn_PAH,Ant_ngg,9.46,Unknown,table_p27_ri6_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_PCF,Ant_ngg,0.03,Unknown,table_p27_ri6_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_soil_PAH,Pyr_ngg,244.46,Unknown,table_p27_ri8_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_corn_PAH,Pyr_ngg,85.99,Unknown,table_p27_ri8_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_PCF,Pyr_ngg,0.35,Unknown,table_p27_ri8_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_soil_PAH,BaA_ngg,179.39,Unknown,table_p27_ri9_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_PCF,BaA_ngg,1.0,Unknown,table_p27_ri9_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_soil_PAH,Chr_ngg,205.27,Unknown,table_p27_ri10_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_soil_PAH,BbF_ngg,137.81,Unknown,table_p27_ri11_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_corn_PAH,BbF_ngg,1.0,Unknown,table_p27_ri11_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_soil_PAH,BkF_ngg,175.14,Unknown,table_p27_ri12_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_corn_PAH,BkF_ngg,1.0,Unknown,table_p27_ri12_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_soil_PAH,BaP_ngg,83.57,Unknown,table_p27_ri13_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_soil_PAH,DahA_ngg,176.96,Unknown,table_p27_ri14_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_corn_PAH,DahA_ngg,1.9,Unknown,table_p27_ri14_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_PCF,DahA_ngg,0.01,Unknown,table_p27_ri14_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_soil_PAH,Ind_ngg,190.63,Unknown,table_p27_ri15_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_corn_PAH,Ind_ngg,41.07,Unknown,table_p27_ri15_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_PCF,Ind_ngg,0.22,Unknown,table_p27_ri15_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_soil_PAH,BghiP_ngg,68.5,Unknown,table_p27_ri16_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_corn_PAH,BghiP_ngg,194.07,Unknown,table_p27_ri16_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_PCF,BghiP_ngg,2.83,Unknown,table_p27_ri16_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_soil_PAH,Sum_PAH_ngg,2954.9,Unknown,table_p27_ri17_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_corn_PAH,Sum_PAH_ngg,362.01,Unknown,table_p27_ri17_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_PCF,Sum_PAH_ngg,0.12,Unknown,table_p27_ri17_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S104,Nap_ngg,2.81,Unknown,table_p28_ri2_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S104,Ace_ngg,10.4,Unknown,table_p28_ri2_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S104,Acy_ngg,6.15,Unknown,table_p28_ri2_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S104,Phe_ngg,7.84,Unknown,table_p28_ri2_ci6,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S104,Ant_ngg,23.4,Unknown,table_p28_ri2_ci7,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S104,Pyr_ngg,1.0,Unknown,table_p28_ri2_ci9,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S26,Nap_ngg,5.75,Unknown,table_p28_ri3_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S26,Ace_ngg,5.99,Unknown,table_p28_ri3_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S26,Acy_ngg,7.23,Unknown,table_p28_ri3_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S26,Phe_ngg,16.6,Unknown,table_p28_ri3_ci6,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S26,Ant_ngg,19.6,Unknown,table_p28_ri3_ci7,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S26,Pyr_ngg,1.0,Unknown,table_p28_ri3_ci9,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S105,Nap_ngg,2.66,Unknown,table_p28_ri4_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S105,Ace_ngg,11.0,Unknown,table_p28_ri4_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S105,Acy_ngg,4.83,Unknown,table_p28_ri4_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S105,Phe_ngg,6.59,Unknown,table_p28_ri4_ci6,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S105,Ant_ngg,19.7,Unknown,table_p28_ri4_ci7,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S105,Pyr_ngg,2.5,Unknown,table_p28_ri4_ci9,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S106,Nap_ngg,6.26,Unknown,table_p28_ri5_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S106,Ace_ngg,5.51,Unknown,table_p28_ri5_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S106,Acy_ngg,8.33,Unknown,table_p28_ri5_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S106,Phe_ngg,19.2,Unknown,table_p28_ri5_ci6,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S106,Ant_ngg,18.3,Unknown,table_p28_ri5_ci7,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S106,Pyr_ngg,3.06,Unknown,table_p28_ri5_ci9,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_G12,Nap_ngg,4.36,Unknown,table_p28_ri6_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_G12,Ace_ngg,8.85,Unknown,table_p28_ri6_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_G12,Acy_ngg,4.83,Unknown,table_p28_ri6_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_G12,Phe_ngg,10.8,Unknown,table_p28_ri6_ci6,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_G12,Ant_ngg,9.63,Unknown,table_p28_ri6_ci7,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_G12,Pyr_ngg,1.0,Unknown,table_p28_ri6_ci9,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S101,Nap_ngg,4.62,Unknown,table_p28_ri7_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S101,Ace_ngg,9.21,Unknown,table_p28_ri7_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S101,Acy_ngg,5.76,Unknown,table_p28_ri7_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S101,Phe_ngg,15.4,Unknown,table_p28_ri7_ci6,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S101,Ant_ngg,15.8,Unknown,table_p28_ri7_ci7,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S101,Pyr_ngg,1.0,Unknown,table_p28_ri7_ci9,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_Dermal,Nap_ngg,5.35,Unknown,table_p28_ri8_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_Dermal,Ace_ngg,2.07,Unknown,table_p28_ri8_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_Dermal,Acy_ngg,1.99,Unknown,table_p28_ri8_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_Dermal,Phe_ngg,5.27,Unknown,table_p28_ri8_ci6,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_Dermal,Ant_ngg,5.77,Unknown,table_p28_ri8_ci7,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_Dermal,Pyr_ngg,2.62,Unknown,table_p28_ri8_ci9,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S104,Nap_ngg,2.52,Unknown,table_p28_ri9_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S104,Ace_ngg,9.35,Unknown,table_p28_ri9_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S104,Acy_ngg,5.52,Unknown,table_p28_ri9_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S104,Phe_ngg,7.04,Unknown,table_p28_ri9_ci6,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S104,Ant_ngg,21.1,Unknown,table_p28_ri9_ci7,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S104,Pyr_ngg,1.0,Unknown,table_p28_ri9_ci9,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S26,Nap_ngg,5.16,Unknown,table_p28_ri10_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S26,Ace_ngg,5.38,Unknown,table_p28_ri10_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S26,Acy_ngg,6.49,Unknown,table_p28_ri10_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S26,Phe_ngg,14.9,Unknown,table_p28_ri10_ci6,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S26,Ant_ngg,17.6,Unknown,table_p28_ri10_ci7,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S26,Pyr_ngg,1.0,Unknown,table_p28_ri10_ci9,soil,agricultural,,phase14_auto; confidence=high; flag=,,
