column_name,coverage_count,coverage_pct,column_group,mapped_status,match_type,action,mapped_factor_name
NH4_N_mgkg,0,0.0,metal,unmapped,,exclude_empty,
P2O5_mgkg,0,0.0,metal,unmapped,,exclude_empty,
Heptachlor_mgkg,0,0.0,metal,unmapped,,exclude_empty,
Endrin_mgkg,0,0.0,metal,unmapped,,exclude_empty,
EndosulfanII_mgkg,0,0.0,metal,unmapped,,exclude_empty,
TotalOCP_mgkg,0,0.0,OCP_family,unmapped,,exclude_empty,
D_BHC_mgkg,0,0.0,metal,unmapped,,exclude_empty,
Moisture_pct,0,0.0,empty_or_irrelevant,unmapped,,exclude_empty,
SoilRespiration_mgCO2g,0,0.0,empty_or_irrelevant,unmapped,,exclude_empty,
Chloride_mgL,0,0.0,empty_or_irrelevant,unmapped,,exclude_empty,
TotalHardness_mgL,0,0.0,empty_or_irrelevant,unmapped,,exclude_empty,
Isopropylamine_mgkg,0,0.0,metal,unmapped,,exclude_empty,
HCB_mgkg,0,0.0,metal,unmapped,,exclude_empty,
Endosulfan_mgkg,0,0.0,metal,unmapped,,exclude_empty,
DDT_mgkg,0,0.0,metal,unmapped,,exclude_empty,
t-nonachlor_mgkg,0,0.0,metal,unmapped,,exclude_empty,
Carbofuran_mgkg,0,0.0,metal,unmapped,,exclude_empty,
Dichlorvos_mgkg,0,0.0,metal,unmapped,,exclude_empty,
g-chlordane_mgkg,0,0.0,metal,unmapped,,exclude_empty,
Lindane_mgkg,0,0.0,metal,unmapped,,exclude_empty,
DichloroBiphenyl_mgkg,0,0.0,metal,unmapped,,exclude_empty,
Chlorpyrifos_mgkg,0,0.0,metal,unmapped,,exclude_empty,
Profenofos_mgkg,0,0.0,metal,unmapped,,exclude_empty,
Gravel_pct,3,0.0111,empty_or_irrelevant,unmapped,,exclude_empty,
TOC_pct,4,0.0148,empty_or_irrelevant,unmapped,,exclude_empty,
Ptot_mgkg,3,0.0111,metal,unmapped,,exclude_empty,
Ntot_mgkg,3,0.0111,metal,unmapped,,exclude_empty,
Region_category,0,0.0,empty_or_irrelevant,unmapped,,exclude_empty,
Is_China,21297,78.7873,empty_or_irrelevant,unmapped,,exclude_empty,
Region_Flag,0,0.0,empty_or_irrelevant,unmapped,,exclude_empty,
PCB77_ngg,1,0.0037,PCB_single,unmapped,,exclude_empty,
PCB81_ngg,0,0.0,PCB_single,unmapped,,exclude_empty,
PCB105_ngg,0,0.0,PCB_single,unmapped,,exclude_empty,
PCB114_ngg,0,0.0,PCB_single,unmapped,,exclude_empty,
PCB123_ngg,0,0.0,PCB_single,unmapped,,exclude_empty,
PCB126_ngg,1,0.0037,PCB_single,unmapped,,exclude_empty,
PCB156_ngg,0,0.0,PCB_single,unmapped,,exclude_empty,
PCB157_ngg,0,0.0,PCB_single,unmapped,,exclude_empty,
PCB167_ngg,1,0.0037,PCB_single,unmapped,,exclude_empty,
PCB169_ngg,0,0.0,PCB_single,unmapped,,exclude_empty,
PCB189_ngg,0,0.0,PCB_single,unmapped,,exclude_empty,
SumPAE_ngg,0,0.0,PAE_family,unmapped,,exclude_empty,
SumPBB_ngg,0,0.0,metal,unmapped,,exclude_empty,
PBDE209_ngg,0,0.0,PBDE_single,unmapped,,exclude_empty,
PCDD_Fs_Total_pg_g,5,0.0185,empty_or_irrelevant,unmapped,,exclude_empty,
PCNs_Total_pg_g,5,0.0185,empty_or_irrelevant,unmapped,,exclude_empty,
Sum47PAH_ngg,0,0.0,metal,unmapped,,exclude_empty,
Sum26alkylPAH_ngg,0,0.0,metal,unmapped,,exclude_empty,
DMEP_ugkg,4,0.0148,metal,unmapped,,exclude_empty,
DPP_ugkg,3,0.0111,metal,unmapped,,exclude_empty,
DPHP_ugkg,6,0.0222,metal,unmapped,,exclude_empty,
DNP_ugkg,5,0.0185,metal,unmapped,,exclude_empty,
DCHP_ugkg,3,0.0111,metal,unmapped,,exclude_empty,
PFBA_ngg,0,0.0,metal,unmapped,,exclude_empty,
PFPeA_ngg,0,0.0,metal,unmapped,,exclude_empty,
PFHxA_ngg,0,0.0,metal,unmapped,,exclude_empty,
PFHpA_ngg,0,0.0,metal,unmapped,,exclude_empty,
PFOA_ngg,36,0.1332,PFAS_single,classified,family_member,supplementary_screening,PFAS_total
PFNA_ngg,0,0.0,metal,unmapped,,exclude_empty,
PFDA_ngg,0,0.0,metal,unmapped,,exclude_empty,
PFBS_ngg,0,0.0,metal,unmapped,,exclude_empty,
PFHxS_ngg,0,0.0,metal,unmapped,,exclude_empty,
PFOS_ngg,2,0.0074,PFAS_single,unmapped,,exclude_empty,
RAP_mgkg,8,0.0296,soil_fertility,unmapped,,exclude_empty,
SOM_gkg,8,0.0296,empty_or_irrelevant,unmapped,,exclude_empty,
BAF,0,0.0,empty_or_irrelevant,unmapped,,exclude_empty,
c_HCH_ngg,0,0.0,OCP_single,unmapped,,exclude_empty,
In_mgkg,0,0.0,metal,unmapped,,exclude_empty,
Cs_mgkg,0,0.0,metal,unmapped,,exclude_empty,
DOP_ugkg,2,0.0074,PAE_single,unmapped,,exclude_empty,
A_HCH_pct_total,0,0.0,OCP_single,unmapped,,exclude_empty,
D_HCH_pct_total,0,0.0,OCP_single,unmapped,,exclude_empty,
Province_City,0,0.0,empty_or_irrelevant,unmapped,,exclude_empty,
BgP_ngg,0,0.0,metal,unmapped,,exclude_empty,
InP_ngg,1,0.0037,metal,unmapped,,exclude_empty,
HCBD_ngg,0,0.0,metal,unmapped,,exclude_empty,
CaO_pct,0,0.0,empty_or_irrelevant,unmapped,,exclude_empty,
SiO2_pct,0,0.0,empty_or_irrelevant,unmapped,,exclude_empty,
Al2O3_pct,0,0.0,empty_or_irrelevant,unmapped,,exclude_empty,
Fe2O3_pct,0,0.0,empty_or_irrelevant,unmapped,,exclude_empty,
MgO_pct,0,0.0,empty_or_irrelevant,unmapped,,exclude_empty,
K2O_pct,0,0.0,empty_or_irrelevant,unmapped,,exclude_empty,
Na2O_pct,0,0.0,empty_or_irrelevant,unmapped,,exclude_empty,
DiBP_mgkg,4,0.0148,soil_fertility,unmapped,,exclude_empty,
DnBP_mgkg,4,0.0148,soil_fertility,unmapped,,exclude_empty,
DEP_mgkg,4,0.0148,PAE_single,unmapped,,exclude_empty,
BBP_mgkg,4,0.0148,PAE_single,unmapped,,exclude_empty,
DMP_mgkg,4,0.0148,PAE_single,unmapped,,exclude_empty,
DnOP_mgkg,4,0.0148,PAE_single,unmapped,,exclude_empty,
TownOrTownship,0,0.0,empty_or_irrelevant,unmapped,,exclude_empty,
Self_defined_SoilDensity_gcm3,0,0.0,empty_or_irrelevant,unmapped,,exclude_empty,
Self_defined_WC_pct,0,0.0,empty_or_irrelevant,unmapped,,exclude_empty,
Self_defined_TVN_pct,0,0.0,empty_or_irrelevant,unmapped,,exclude_empty,
Self_defined_SOM_gkg,0,0.0,empty_or_irrelevant,unmapped,,exclude_empty,
Self_defined_TK_pct,0,0.0,empty_or_irrelevant,unmapped,,exclude_empty,
Self_defined_AN_mgkg,0,0.0,soil_fertility,unmapped,,exclude_empty,
Self_defined_AP_mgkg,0,0.0,soil_fertility,unmapped,,exclude_empty,
Number_of_Samples,0,0.0,empty_or_irrelevant,unmapped,,exclude_empty,
PBT_ngg,1,0.0037,metal,unmapped,,exclude_empty,
TTHQ,0,0.0,empty_or_irrelevant,unmapped,,exclude_empty,
ExtractionNote,0,0.0,empty_or_irrelevant,unmapped,,exclude_empty,
Mineral,0,0.0,empty_or_irrelevant,unmapped,,exclude_empty,
SumPFAAs_ngg,1,0.0037,metal,unmapped,,exclude_empty,
SumAlternatives_ngg,1,0.0037,metal,unmapped,,exclude_empty,
SumPFAS_max_ngg,0,0.0,PFAS_family,unmapped,,exclude_empty,
PFUnDA_ngg,0,0.0,metal,unmapped,,exclude_empty,
PFDoDA_ngg,0,0.0,metal,unmapped,,exclude_empty,
HFPO_DA_ngg,0,0.0,metal,unmapped,,exclude_empty,
F53B_ngg,0,0.0,metal,unmapped,,exclude_empty,
6_2FTS_ngg,0,0.0,metal,unmapped,,exclude_empty,
3-ClFlu_ngg,0,0.0,PAH_single,unmapped,,exclude_empty,
8-ClFlu_ngg,0,0.0,PAH_single,unmapped,,exclude_empty,
1-ClPyr_ngg,0,0.0,PAH_single,unmapped,,exclude_empty,
7-ClBaA_ngg,0,0.0,PAH_single,unmapped,,exclude_empty,
6-ClBaP_ngg,0,0.0,PAH_single,unmapped,,exclude_empty,
"3,9-Cl2Phe_ngg",0,0.0,PAH_single,unmapped,,exclude_empty,
9-ClPhe_ngg,0,0.0,PAH_single,unmapped,,exclude_empty,
"9,10-Cl2Phe_ngg",0,0.0,PAH_single,unmapped,,exclude_empty,
"9,10-Cl2Ant_1,9-Cl2Phe_ngg",0,0.0,PAH_single,unmapped,,exclude_empty,
9-ClAnt_ngg,0,0.0,PAH_single,unmapped,,exclude_empty,
p_p_DDE_min,0,0.0,OCP_single,unmapped,,exclude_empty,
p_p_DDE_max,0,0.0,OCP_single,unmapped,,exclude_empty,
p_p_DDD_max,0,0.0,OCP_single,unmapped,,exclude_empty,
o_p_DDT_max,0,0.0,OCP_single,unmapped,,exclude_empty,
p_p_DDT_min,0,0.0,OCP_single,unmapped,,exclude_empty,
p_p_DDT_max,0,0.0,OCP_single,unmapped,,exclude_empty,
o_p_DDE_max,0,0.0,OCP_single,unmapped,,exclude_empty,
o_p_DDD_max,0,0.0,OCP_single,unmapped,,exclude_empty,
SumDDTs_min,0,0.0,OCP_family,unmapped,,exclude_empty,
SumDDTs_max,0,0.0,OCP_family,unmapped,,exclude_empty,
OCP_SumHCH_ngg,0,0.0,OCP_family,unmapped,,exclude_empty,
OCP_SumDDT_ngg,0,0.0,OCP_family,unmapped,,exclude_empty,
SumAntibiotics_SA_ngg,0,0.0,metal,unmapped,,exclude_empty,
SumAntibiotics_QU_ngg,0,0.0,metal,unmapped,,exclude_empty,
SumAntibiotics_TC_ngg,0,0.0,metal,unmapped,,exclude_empty,
SumPAE_DEHP_ngg,0,0.0,PAE_family,unmapped,,exclude_empty,
SumPAE_DnBP_ngg,0,0.0,PAE_family,unmapped,,exclude_empty,
Endrin aldehyde_mgkg,0,0.0,metal,unmapped,,exclude_empty,
Endosulfan_II_mgkg,0,0.0,metal,unmapped,,exclude_empty,
TC_gkg,12,0.0444,empty_or_irrelevant,unmapped,,exclude_empty,
TS_gkg,4,0.0148,empty_or_irrelevant,unmapped,,exclude_empty,
NumberSamples,0,0.0,empty_or_irrelevant,unmapped,,exclude_empty,
Lake,0,0.0,empty_or_irrelevant,unmapped,,exclude_empty,
Sum_ngg_APAH,0,0.0,empty_or_irrelevant,unmapped,,exclude_empty,
Sea,0,0.0,empty_or_irrelevant,unmapped,,exclude_empty,
Aldrin_ngg,1,0.0037,metal,unmapped,,exclude_empty,
Endrin_ngg,1,0.0037,metal,unmapped,,exclude_empty,
Endosulfan_I_ngg,0,0.0,metal,unmapped,,exclude_empty,
Endosulfan_II_ngg,0,0.0,metal,unmapped,,exclude_empty,
Methoxychlor_ngg,1,0.0037,metal,unmapped,,exclude_empty,
Heptachlor_epoxide_ngg,0,0.0,metal,unmapped,,exclude_empty,
Mapping_mm,2,0.0074,empty_or_irrelevant,unmapped,,exclude_empty,
Species,0,0.0,empty_or_irrelevant,unmapped,,exclude_empty,
TOC_gkg,0,0.0,empty_or_irrelevant,unmapped,,exclude_empty,
SumHCH_ngg,0,0.0,OCP_family,unmapped,,exclude_empty,
SumDDT_ngg,0,0.0,OCP_family,unmapped,,exclude_empty,
Any_ngg,0,0.0,metal,unmapped,,exclude_empty,
IcdP_ngg,2,0.0074,metal,unmapped,,exclude_empty,
NH4_mgkg,8,0.0296,metal,unmapped,,exclude_empty,
Saltness_mgkg,8,0.0296,metal,unmapped,,exclude_empty,
Phase7Prefix,0,0.0,empty_or_irrelevant,unmapped,,exclude_empty,
ExtractionMethod,0,0.0,empty_or_irrelevant,unmapped,,exclude_empty,
Phase7RawJson,0,0.0,empty_or_irrelevant,unmapped,,exclude_empty,
EmissionSource,0,0.0,empty_or_irrelevant,unmapped,,exclude_empty,
DataQualityFlag,0,0.0,empty_or_irrelevant,unmapped,,exclude_empty,
SumPAH_ngg,1,0.0037,PAH_family,unmapped,,exclude_empty,
Slope_pct,1,0.0037,covariate,mapped,alias,formal_diagnosis,
OM_gkg,3,0.0111,empty_or_irrelevant,unmapped,,exclude_empty,
extraction_notes_summary,0,0.0,empty_or_irrelevant,unmapped,,exclude_empty,
Dieldrin_ngg,1,0.0037,metal,unmapped,,exclude_empty,
SumDRINs_ngg,0,0.0,metal,unmapped,,exclude_empty,
CisChlordane_ngg,0,0.0,metal,unmapped,,exclude_empty,
TransChlordane_ngg,0,0.0,metal,unmapped,,exclude_empty,
SumChlordanes_ngg,0,0.0,metal,unmapped,,exclude_empty,
AlphaEndosulfan_ngg,0,0.0,metal,unmapped,,exclude_empty,
BetaEndosulfan_ngg,0,0.0,metal,unmapped,,exclude_empty,
SumEndosulfans_ngg,0,0.0,metal,unmapped,,exclude_empty,
PCB66_ngg,1,0.0037,PCB_single,unmapped,,exclude_empty,
PCB70_ngg,1,0.0037,PCB_single,unmapped,,exclude_empty,
PCB74_ngg,1,0.0037,PCB_single,unmapped,,exclude_empty,
PCB87_ngg,1,0.0037,PCB_single,unmapped,,exclude_empty,
PCB99_ngg,1,0.0037,PCB_single,unmapped,,exclude_empty,
PCB141_ngg,1,0.0037,PCB_single,unmapped,,exclude_empty,
PCB185_ngg,1,0.0037,PCB_single,unmapped,,exclude_empty,
PCB194_ngg,1,0.0037,PCB_single,unmapped,,exclude_empty,
PCB44_ngg,0,0.0,PCB_single,unmapped,,exclude_empty,
TPH_mgkg,1,0.0037,TPH_family,unmapped,,exclude_empty,
THg_ngg_midpoint,0,0.0,empty_or_irrelevant,unmapped,,exclude_empty,
PM25_bound,2,0.0074,empty_or_irrelevant,unmapped,,exclude_empty,
Season,0,0.0,empty_or_irrelevant,unmapped,,exclude_empty,
PM25_concentration_ugm3,2,0.0074,empty_or_irrelevant,unmapped,,exclude_empty,
PAH_volume_concentration_ngm3,2,0.0074,empty_or_irrelevant,unmapped,,exclude_empty,
PAH_mass_content_ugg,2,0.0074,empty_or_irrelevant,unmapped,,exclude_empty,
W_mgkg,0,0.0,metal,unmapped,,exclude_empty,
OM_pct,0,0.0,empty_or_irrelevant,unmapped,,exclude_empty,
extraction_notes_group_summary,0,0.0,empty_or_irrelevant,unmapped,,exclude_empty,
C/N,0,0.0,empty_or_irrelevant,unmapped,,exclude_empty,
SampleSize,0,0.0,empty_or_irrelevant,unmapped,,exclude_empty,
extraction_notes_hint,0,0.0,empty_or_irrelevant,unmapped,,exclude_empty,
MeanValues,0,0.0,empty_or_irrelevant,unmapped,,exclude_empty,
SumcPAH_ngg,0,0.0,metal,unmapped,,exclude_empty,
ILCR,0,0.0,empty_or_irrelevant,unmapped,,exclude_empty,
District,0,0.0,empty_or_irrelevant,unmapped,,exclude_empty,
State,0,0.0,empty_or_irrelevant,unmapped,,exclude_empty,
Prefecture,0,0.0,empty_or_irrelevant,unmapped,,exclude_empty,
DTPA_Pb_mgkg,1,0.0037,metal,unmapped,,exclude_empty,
Distance_m,0,0.0,empty_or_irrelevant,unmapped,,exclude_empty,
Y_mgkg,1,0.0037,metal,unmapped,,exclude_empty,
Group,0,0.0,empty_or_irrelevant,unmapped,,exclude_empty,
SoilDepth,0,0.0,empty_or_irrelevant,unmapped,,exclude_empty,
PublicationYear,0,0.0,empty_or_irrelevant,unmapped,,exclude_empty,
HousingEstate,0,0.0,empty_or_irrelevant,unmapped,,exclude_empty,
Flo_ngg,1,0.0037,metal,unmapped,,exclude_empty,
p_H,1,0.0037,empty_or_irrelevant,unmapped,,exclude_empty,
Depth_cm,0,0.0,empty_or_irrelevant,unmapped,,exclude_empty,
Month,0,0.0,empty_or_irrelevant,unmapped,,exclude_empty,
OrgMatter_gkg,0,0.0,empty_or_irrelevant,unmapped,,exclude_empty,
SiltClay_pct,0,0.0,empty_or_irrelevant,unmapped,,exclude_empty,
BOD_mgL,0,0.0,empty_or_irrelevant,unmapped,,exclude_empty,
COD_mgL,0,0.0,empty_or_irrelevant,unmapped,,exclude_empty,
ExtractionSeason,0,0.0,empty_or_irrelevant,unmapped,,exclude_empty,
Station,0,0.0,empty_or_irrelevant,unmapped,,exclude_empty,
SumDDTs_mgkg,0,0.0,OCP_family,unmapped,,exclude_empty,
SumHCHs_mgkg,0,0.0,OCP_family,unmapped,,exclude_empty,
SaltContent_pct,0,0.0,empty_or_irrelevant,unmapped,,exclude_empty,
DBP_mgkg,0,0.0,PAE_single,unmapped,,exclude_empty,
DNOP_mgkg,0,0.0,PAE_single,unmapped,,exclude_empty,
SumPAE_mgkg,0,0.0,PAE_family,unmapped,,exclude_empty,
Dep_mgkg,0,0.0,metal,unmapped,,exclude_empty,
SamplingDepth_note,0,0.0,empty_or_irrelevant,unmapped,,exclude_empty,
Heptachlor_endo_epoxide_ngg,1,0.0037,metal,unmapped,,exclude_empty,
A_Endosulfan_ngg,1,0.0037,metal,unmapped,,exclude_empty,
B_Endosulfan_ngg,1,0.0037,metal,unmapped,,exclude_empty,
Endosulfan_sulfate_ngg,1,0.0037,metal,unmapped,,exclude_empty,
Endrin_ketone_ngg,1,0.0037,metal,unmapped,,exclude_empty,
HumusType,0,0.0,empty_or_irrelevant,unmapped,,exclude_empty,
MeanAnnualTemperature_C,2,0.0074,covariate,unmapped,,exclude_empty,
C_pct,2,0.0074,empty_or_irrelevant,unmapped,,exclude_empty,
N_pct,2,0.0074,empty_or_irrelevant,unmapped,,exclude_empty,
Y_cmolkg,2,0.0074,empty_or_irrelevant,unmapped,,exclude_empty,
Ca_cmolkg,2,0.0074,empty_or_irrelevant,unmapped,,exclude_empty,
K_cmolkg,2,0.0074,empty_or_irrelevant,unmapped,,exclude_empty,
Mg_cmolkg,2,0.0074,empty_or_irrelevant,unmapped,,exclude_empty,
Na_cmolkg,2,0.0074,empty_or_irrelevant,unmapped,,exclude_empty,
BC_cmolkg,2,0.0074,empty_or_irrelevant,unmapped,,exclude_empty,
DHA_umolTPF_kgh,2,0.0074,empty_or_irrelevant,unmapped,,exclude_empty,
pHKCl,2,0.0074,empty_or_irrelevant,unmapped,,exclude_empty,
Sum_PAH_ugg,2,0.0074,PAH_family,unmapped,,exclude_empty,
TSS_mgkg,2,0.0074,metal,unmapped,,exclude_empty,
LOI_mgkg,2,0.0074,metal,unmapped,,exclude_empty,
BTBPE_ngg,1,0.0037,metal,unmapped,,exclude_empty,
Sum7PAH_mgkg,0,0.0,PAH_family,unmapped,,exclude_empty,
SumBPAH_mgkg,0,0.0,metal,unmapped,,exclude_empty,
TC_ngg,0,0.0,metal,unmapped,,exclude_empty,
CC_ngg,0,0.0,metal,unmapped,,exclude_empty,
EndosulfanSulfate_ngg,0,0.0,metal,unmapped,,exclude_empty,
IP_mgkg,1,0.0037,soil_fertility,unmapped,,exclude_empty,
DOC_mgkg,8,0.0296,metal,unmapped,,exclude_empty,
LocationDetails,0,0.0,empty_or_irrelevant,unmapped,,exclude_empty,
WaterDepth_m,1,0.0037,empty_or_irrelevant,unmapped,,exclude_empty,
SumDDTs_ngg_range_min,1,0.0037,OCP_family,unmapped,,exclude_empty,
SumDDTs_ngg_range_max,1,0.0037,OCP_family,unmapped,,exclude_empty,
SumDDTs_ngg_average,1,0.0037,OCP_family,unmapped,,exclude_empty,
SumHCHs_ngg_range_min,1,0.0037,OCP_family,unmapped,,exclude_empty,
SumHCHs_ngg_range_max,1,0.0037,OCP_family,unmapped,,exclude_empty,
SumHCHs_ngg_average,1,0.0037,OCP_family,unmapped,,exclude_empty,
DDT_inventory_ng_cm2,1,0.0037,empty_or_irrelevant,unmapped,,exclude_empty,
HCH_inventory_ng_cm2,1,0.0037,empty_or_irrelevant,unmapped,,exclude_empty,
DnHP_ugkg,0,0.0,metal,unmapped,,exclude_empty,
Available_N_mgkg,2,0.0074,soil_fertility,unmapped,,exclude_empty,
Available_P_mgkg,2,0.0074,soil_fertility,unmapped,,exclude_empty,
Available_K_mgkg,2,0.0074,soil_fertility,unmapped,,exclude_empty,
SumOPEs_ngg,0,0.0,metal,unmapped,,exclude_empty,
Benzene_ugkg,0,0.0,metal,unmapped,,exclude_empty,
C10_40_mgkg,0,0.0,metal,unmapped,,exclude_empty,
DCM_ugkg,0,0.0,metal,unmapped,,exclude_empty,
6_OH_BDE_47_ngg,0,0.0,PBDE_single,unmapped,,exclude_empty,
NA_ngg,0,0.0,metal,unmapped,,exclude_empty,
PCB149_ngg,0,0.0,PCB_single,unmapped,,exclude_empty,
PCB170_ngg,0,0.0,PCB_single,unmapped,,exclude_empty,
PCB31_ngg,0,0.0,PCB_single,unmapped,,exclude_empty,
PCB18_ngg,0,0.0,PCB_single,unmapped,,exclude_empty,
PCB20_ngg,0,0.0,PCB_single,unmapped,,exclude_empty,
DnBP_ugkg,0,0.0,metal,unmapped,,exclude_empty,
MnBP_ugkg,0,0.0,metal,unmapped,,exclude_empty,
MEHP_ugkg,0,0.0,metal,unmapped,,exclude_empty,
Extraction_note,0,0.0,empty_or_irrelevant,unmapped,,exclude_empty,
TCA_mgkg,0,0.0,metal,unmapped,,exclude_empty,
Xyl_ngg,1,0.0037,metal,unmapped,,exclude_empty,
OC_pct_calculated_by,0,0.0,metadata,unmapped,,exclude_metadata,
FOSA_ngg,0,0.0,metal,unmapped,,exclude_empty,
Total_Bicyclic_Aromatics_mgkg,0,0.0,metal,unmapped,,exclude_empty,
Total_Tricyclic_Aromatics_mgkg,0,0.0,metal,unmapped,,exclude_empty,
Total_Tetracyclic_Aromatics_mgkg,0,0.0,metal,unmapped,,exclude_empty,
Total_Pentacyclic_Aromatics_mgkg,0,0.0,metal,unmapped,,exclude_empty,
ANAPs_ngg,7,0.0259,metal,unmapped,,exclude_empty,
APHEs_ngg,7,0.0259,metal,unmapped,,exclude_empty,
2MANT_ngg,7,0.0259,metal,unmapped,,exclude_empty,
C1FLU_ngg,7,0.0259,metal,unmapped,,exclude_empty,
C1FLA_ngg,7,0.0259,metal,unmapped,,exclude_empty,
C1PYR_ngg,7,0.0259,metal,unmapped,,exclude_empty,
7MBaP_ngg,7,0.0259,PAH_single,unmapped,,exclude_empty,
SumAPAH_ngg,8,0.0296,metal,unmapped,,exclude_empty,
Sum_ngg,0,0.0,metal,unmapped,,exclude_empty,
TFA_ngg,0,0.0,metal,unmapped,,exclude_empty,
HFIP_ngg,0,0.0,metal,unmapped,,exclude_empty,
NTf2_ngg,0,0.0,metal,unmapped,,exclude_empty,
6:2 FTAB_ngg,0,0.0,metal,unmapped,,exclude_empty,
R_HCH_ngg,0,0.0,OCP_single,unmapped,,exclude_empty,
SumPBDD_F_ngg,0,0.0,metal,unmapped,,exclude_empty,
Tph_mgkg,1,0.0037,TPH_family,unmapped,,exclude_empty,
TotalTSS_mgl,2,0.0074,empty_or_irrelevant,unmapped,,exclude_empty,
LOI_mgl,2,0.0074,empty_or_irrelevant,unmapped,,exclude_empty,
Conductivity_mScm,2,0.0074,empty_or_irrelevant,unmapped,,exclude_empty,
Chloride_mgl,2,0.0074,empty_or_irrelevant,unmapped,,exclude_empty,
Pb_total_ugl,2,0.0074,empty_or_irrelevant,unmapped,,exclude_empty,
Cu_total_ugl,2,0.0074,empty_or_irrelevant,unmapped,,exclude_empty,
Zn_total_ugl,2,0.0074,empty_or_irrelevant,unmapped,,exclude_empty,
Cd_total_ugl,2,0.0074,empty_or_irrelevant,unmapped,,exclude_empty,
Pb_dissolved_ugl,2,0.0074,empty_or_irrelevant,unmapped,,exclude_empty,
Cu_dissolved_ugl,2,0.0074,empty_or_irrelevant,unmapped,,exclude_empty,
Zn_dissolved_ugl,2,0.0074,empty_or_irrelevant,unmapped,,exclude_empty,
Cd_dissolved_ugl,2,0.0074,empty_or_irrelevant,unmapped,,exclude_empty,
Cu_trulydissolved_ugl,2,0.0074,empty_or_irrelevant,unmapped,,exclude_empty,
Zn_trulydissolved_ugl,2,0.0074,empty_or_irrelevant,unmapped,,exclude_empty,
Cd_trulydissolved_ugl,2,0.0074,empty_or_irrelevant,unmapped,,exclude_empty,
SumCarc_ngg,2,0.0074,metal,unmapped,,exclude_empty,
SumLMWPAH_ngg,2,0.0074,metal,unmapped,,exclude_empty,
SumMMWPAH_ngg,2,0.0074,metal,unmapped,,exclude_empty,
SumHMWPAH_ngg,2,0.0074,metal,unmapped,,exclude_empty,
BDE197_ngg,0,0.0,PBDE_single,unmapped,,exclude_empty,
BDE7_ngg,0,0.0,PBDE_single,unmapped,,exclude_empty,
BDE15_ngg,0,0.0,PBDE_single,unmapped,,exclude_empty,
BDE28_33_ngg,0,0.0,PBDE_single,unmapped,,exclude_empty,
BDE49_ngg,0,0.0,PBDE_single,unmapped,,exclude_empty,
BDE66_ngg,0,0.0,PBDE_single,unmapped,,exclude_empty,
BDE77_ngg,0,0.0,PBDE_single,unmapped,,exclude_empty,
BDE85_ngg,0,0.0,PBDE_single,unmapped,,exclude_empty,
BDE119_ngg,0,0.0,PBDE_single,unmapped,,exclude_empty,
e_waste_activity,0,0.0,empty_or_irrelevant,unmapped,,exclude_empty,
BDE203_ngg,0,0.0,PBDE_single,unmapped,,exclude_empty,
BDE3_ngg,0,0.0,PBDE_single,unmapped,,exclude_empty,
BDE71_ngg,0,0.0,PBDE_single,unmapped,,exclude_empty,
BDE126_ngg,0,0.0,PBDE_single,unmapped,,exclude_empty,
AnnualTemp_C,5,0.0185,empty_or_irrelevant,unmapped,,exclude_empty,
MMWPAH_ngg,0,0.0,metal,unmapped,,exclude_empty,
Cr_max_mgkg,0,0.0,metal,unmapped,,exclude_empty,
Ni_max_mgkg,0,0.0,metal,unmapped,,exclude_empty,
Cu_max_mgkg,0,0.0,metal,unmapped,,exclude_empty,
Zn_max_mgkg,0,0.0,metal,unmapped,,exclude_empty,
As_max_mgkg,0,0.0,metal,unmapped,,exclude_empty,
Cd_max_mgkg,0,0.0,metal,unmapped,,exclude_empty,
Hg_max_mgkg,0,0.0,metal,unmapped,,exclude_empty,
Pb_max_mgkg,0,0.0,metal,unmapped,,exclude_empty,
extraction_notes_field,0,0.0,empty_or_irrelevant,unmapped,,exclude_empty,
BackgroundSOC_gkg,1,0.0037,empty_or_irrelevant,unmapped,,exclude_empty,
VegetationType,0,0.0,empty_or_irrelevant,unmapped,,exclude_empty,
extraction_notes_inline,0,0.0,empty_or_irrelevant,unmapped,,exclude_empty,
Latitude,27031,100.0,metadata,unmapped,,exclude_metadata,
Longitude,27031,100.0,metadata,unmapped,,exclude_metadata,
site_id,27031,100.0,metadata,unmapped,,exclude_metadata,
gee_ndvi,26522,98.117,gee_covariate,mapped,proxy_covariate,model_covariate,
gee_precip_annual_mm,26522,98.117,gee_covariate,mapped,proxy_covariate,model_covariate,
gee_temp_mean_c,26522,98.117,gee_covariate,mapped,proxy_covariate,model_covariate,
gee_elevation_m,26522,98.117,gee_covariate,mapped,proxy_covariate,model_covariate,
gee_slope_deg,26522,98.117,gee_covariate,mapped,proxy_covariate,model_covariate,
gee_aspect_deg,26522,98.117,gee_covariate,mapped,proxy_covariate,model_covariate,
gee_soil_pH,19061,70.5153,gee_covariate,mapped,proxy_covariate,model_covariate,
gee_soc_g_kg,19061,70.5153,gee_covariate,mapped,proxy_covariate,model_covariate,
gee_cec_cmol_kg,19061,70.5153,gee_covariate,mapped,proxy_covariate,model_covariate,
gee_clay_pct,19061,70.5153,gee_covariate,mapped,proxy_covariate,model_covariate,
gee_sand_pct,19061,70.5153,gee_covariate,mapped,proxy_covariate,model_covariate,
gee_silt_pct,19061,70.5153,gee_covariate,mapped,proxy_covariate,model_covariate,
