unified_id,factor_id,level1_category,factor_name,application_scenario,applicable_scope,land_type_original,threshold_min,threshold_max,unit,threshold_original,standard_source,source
179,144,环境指标,䓛,特殊绿地,生态用地,生态,,490.0,mg/kg,一类用地区≤490mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
180,151,环境指标,一溴二氯甲烷,一般绿地,生态用地,生态,,1.2,mg/kg,二类用地区≤1.2mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
181,152,环境指标,一溴二氯甲烷,特殊绿地,生态用地,生态,,0.29,mg/kg,一类用地区≤0.29mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
182,195,环境指标,七氯,一般绿地,生态用地,生态,,0.37,mg/kg,二类用地区≤0.37mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
183,196,环境指标,七氯,特殊绿地,生态用地,生态,,0.13,mg/kg,一类用地区≤0.13mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
184,105,环境指标,三氯乙烯,一般绿地,生态用地,生态,,2.8,mg/kg,二类用地区≤2.8mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
185,106,环境指标,三氯乙烯,特殊绿地,生态用地,生态,,0.7,mg/kg,一类用地区≤0.7mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
186,191,环境指标,乐果,一般绿地,生态用地,生态,,619.0,mg/kg,二类用地区≤619mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
187,192,环境指标,乐果,特殊绿地,生态用地,生态,,86.0,mg/kg,一类用地区≤86mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
188,119,环境指标,乙苯,一般绿地,生态用地,生态,,28.0,mg/kg,二类用地区≤28mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
189,120,环境指标,乙苯,特殊绿地,生态用地,生态,,7.2,mg/kg,一类用地区≤7.2mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
190,213,环境指标,二噁英类(总毒性当量),一般绿地,生态用地,生态,,4.0,mg/kg,二类用地区≤4×10⁻⁵mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
191,214,环境指标,二噁英类(总毒性当量),特殊绿地,生态用地,生态,,1.0,mg/kg,一类用地区≤1×10⁻⁵mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
192,91,环境指标,二氯甲烷,一般绿地,生态用地,生态,,616.0,mg/kg,二类用地区≤616mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
193,92,环境指标,二氯甲烷,特殊绿地,生态用地,生态,,94.0,mg/kg,一类用地区≤94mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
194,155,环境指标,二溴氯甲烷,一般绿地,生态用地,生态,,33.0,mg/kg,二类用地区≤33mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
195,156,环境指标,二溴氯甲烷,特殊绿地,生态用地,生态,,9.3,mg/kg,一类用地区≤9.3mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
196,145,环境指标,"二苯并[a,h]蒽",一般绿地,生态用地,生态,,1.5,mg/kg,二类用地区≤1.5mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
197,146,环境指标,"二苯并[a,h]蒽",特殊绿地,生态用地,生态,,0.55,mg/kg,一类用地区≤0.55mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
198,169,环境指标,五氯酚,一般绿地,生态用地,生态,,2.7,mg/kg,二类用地区≤2.7mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
199,170,环境指标,五氯酚,特殊绿地,生态用地,生态,,1.1,mg/kg,一类用地区≤1.1mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
200,181,环境指标,六六六总量,农用地通用,生产用地,生产,,0.1,mg/kg,全国通用，pH无区分，≤0.1mg/kg,土壤环境质量农用土壤污染风险管控标准GB15618-2018,production
201,159,环境指标,六氯环戊二烯,一般绿地,生态用地,生态,,5.2,mg/kg,二类用地区≤5.2mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
202,160,环境指标,六氯环戊二烯,特殊绿地,生态用地,生态,,1.1,mg/kg,一类用地区≤1.1mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
203,203,环境指标,六氯苯,一般绿地,生态用地,生态,,1.0,mg/kg,二类用地区≤1mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
204,204,环境指标,六氯苯,特殊绿地,生态用地,生态,,0.33,mg/kg,一类用地区≤0.33mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
205,89,环境指标,"反-1,2-二氯乙烯",一般绿地,生态用地,生态,,54.0,mg/kg,二类用地区≤54mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
206,90,环境指标,"反-1,2-二氯乙烯",特殊绿地,生态用地,生态,,10.0,mg/kg,一类用地区≤10mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
207,99,环境指标,四氯乙烯,一般绿地,生态用地,生态,,53.0,mg/kg,二类用地区≤53mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
208,100,环境指标,四氯乙烯,特殊绿地,生态用地,生态,,11.0,mg/kg,一类用地区≤11mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
209,75,环境指标,四氯化碳,一般绿地,生态用地,生态,,2.8,mg/kg,二类用地区≤2.8mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
210,76,环境指标,四氯化碳,特殊绿地,生态用地,生态,,0.9,mg/kg,一类用地区≤0.9mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
211,207,环境指标,多氯联苯(总量),一般绿地,生态用地,生态,,0.38,mg/kg,二类用地区≤0.38mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
212,208,环境指标,多氯联苯(总量),特殊绿地,生态用地,生态,,0.14,mg/kg,一类用地区≤0.14mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
213,215,环境指标,多溴联苯(总量),一般绿地,生态用地,生态,,0.06,mg/kg,二类用地区≤0.06mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
214,216,环境指标,多溴联苯(总量),特殊绿地,生态用地,生态,,0.02,mg/kg,一类用地区≤0.02mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
215,189,环境指标,敌敌畏,一般绿地,生态用地,生态,,5.0,mg/kg,二类用地区≤5mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
216,190,环境指标,敌敌畏,特殊绿地,生态用地,生态,,1.8,mg/kg,一类用地区≤1.8mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
217,181,环境指标,氯丹,一般绿地,生态用地,生态,,6.2,mg/kg,二类用地区≤6.2mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
218,182,环境指标,氯丹,特殊绿地,生态用地,生态,,2.0,mg/kg,一类用地区≤2mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
219,109,环境指标,氯乙烯,一般绿地,生态用地,生态,,0.43,mg/kg,二类用地区≤0.43mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
220,110,环境指标,氯乙烯,特殊绿地,生态用地,生态,,0.12,mg/kg,一类用地区≤0.12mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
221,77,环境指标,氯仿,一般绿地,生态用地,生态,,0.9,mg/kg,二类用地区≤0.9mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
222,78,环境指标,氯仿,特殊绿地,生态用地,生态,,0.3,mg/kg,一类用地区≤0.3mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
223,79,环境指标,氯甲烷,一般绿地,生态用地,生态,,12.0,mg/kg,一类用地区≤12mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
224,80,环境指标,氯甲烷,特殊绿地,生态用地,生态,,37.0,mg/kg,二类用地区≤37mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
225,113,环境指标,氯苯,一般绿地,生态用地,生态,,68.0,mg/kg,一类用地区≤68mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
226,114,环境指标,氯苯,特殊绿地,生态用地,生态,,270.0,mg/kg,二类用地区≤270mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
227,73,环境指标,氰化物,一般绿地,生态用地,生态,,135.0,mg/kg,二类用地区≤135mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
228,74,环境指标,氰化物,特殊绿地,生态用地,生态,,22.0,mg/kg,一类用地区≤22mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
229,133,环境指标,汞,水田用地,生产用地,生产,,5.5,mg/kg,全国通用，pH≤5.5时，≤0.5mg/kg,土壤环境质量农用土壤污染风险管控标准GB15618-2018,production
230,134,环境指标,汞,,生产用地,,,6.5,mg/kg,全国通用，5.5<pH≤6.5时，≤0.5mg/kg,土壤环境质量农用土壤污染风险管控标准GB15618-2018,production
231,135,环境指标,汞,,生产用地,,,7.5,mg/kg,全国通用，6.5<pH≤7.5时，≤0.6mg/kg,土壤环境质量农用土壤污染风险管控标准GB15618-2018,production
232,136,环境指标,汞,,生产用地,,7.5,,mg/kg,全国通用，pH>7.5时，≤1mg/kg,土壤环境质量农用土壤污染风险管控标准GB15618-2018,production
233,137,环境指标,汞,其他用地,生产用地,生产,,5.5,mg/kg,全国通用，pH≤5.5时，≤1.3mg/kg,土壤环境质量农用土壤污染风险管控标准GB15618-2018,production
234,138,环境指标,汞,,生产用地,,,6.5,mg/kg,全国通用，5.5<pH≤6.5时，≤1.8mg/kg,土壤环境质量农用土壤污染风险管控标准GB15618-2018,production
235,139,环境指标,汞,,生产用地,,,7.5,mg/kg,全国通用，6.5<pH≤7.5时，≤2.4mg/kg,土壤环境质量农用土壤污染风险管控标准GB15618-2018,production
236,140,环境指标,汞,,生产用地,,7.5,,mg/kg,全国通用，pH>7.5时，≤3.4mg/kg,土壤环境质量农用土壤污染风险管控标准GB15618-2018,production
237,53,环境指标,汞,一般绿地,生态用地,生态,0.6,2.0,mg/kg,其他绿地0.6-2mg/kg,绿化种植土壤CJ/T340-2016,ecological
238,54,环境指标,汞,,生态用地,生态,,38.0,mg/kg,二类用地区≤38mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
239,55,环境指标,汞,特殊绿地,生态用地,生态,,0.4,mg/kg,自然保育区≤0.40mg/kg,绿化种植土壤CJ/T340-2016,ecological
240,56,环境指标,汞,,生态用地,生态,,8.0,mg/kg,一类用地区≤8mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
241,153,环境指标,溴仿,一般绿地,生态用地,生态,,103.0,mg/kg,二类用地区≤103mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
242,154,环境指标,溴仿,特殊绿地,生态用地,生态,,32.0,mg/kg,一类用地区≤32mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
243,187,环境指标,滴滴涕,一般绿地,生态用地,生态,,6.7,mg/kg,二类用地区≤6.7mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
244,188,环境指标,滴滴涕,特殊绿地,生态用地,生态,,2.0,mg/kg,一类用地区≤2mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
245,182,环境指标,滴滴涕总量,农用地通用,生产用地,生产,,0.1,mg/kg,全国通用，pH无区分，≤0.1mg/kg,土壤环境质量农用土壤污染风险管控标准GB15618-2018,production
246,205,环境指标,灭蚁灵,一般绿地,生态用地,生态,,0.09,mg/kg,二类用地区≤0.09mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
247,206,环境指标,灭蚁灵,特殊绿地,生态用地,生态,,0.03,mg/kg,一类用地区≤0.03mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
248,71,环境指标,甲基汞,一般绿地,生态用地,生态,,45.0,mg/kg,二类用地区≤45mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
249,72,环境指标,甲基汞,特殊绿地,生态用地,生态,,5.0,mg/kg,一类用地区≤5mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
250,123,环境指标,甲苯,一般绿地,生态用地,生态,,1200.0,mg/kg,二类用地区≤1200mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
251,124,环境指标,甲苯,特殊绿地,生态用地,生态,,1200.0,mg/kg,一类用地区≤1200mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
252,217,环境指标,石油烃(C10-C40),一般绿地,生态用地,生态,,4500.0,mg/kg,二类用地区≤4500mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
253,218,环境指标,石油烃(C10-C40),特殊绿地,生态用地,生态,,826.0,mg/kg,一类用地区≤826mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
254,141,环境指标,砷,水田用地,生产用地,生产,,5.5,mg/kg,全国通用，pH≤5.5时，≤30mg/kg,土壤环境质量农用土壤污染风险管控标准GB15618-2018,production
255,142,环境指标,砷,,生产用地,,,6.5,mg/kg,全国通用，5.5<pH≤6.5时，≤30mg/kg,土壤环境质量农用土壤污染风险管控标准GB15618-2018,production
256,143,环境指标,砷,,生产用地,,,7.5,mg/kg,全国通用，6.5<pH≤7.5时，≤25mg/kg,土壤环境质量农用土壤污染风险管控标准GB15618-2018,production
257,144,环境指标,砷,,生产用地,,7.5,,mg/kg,全国通用，pH>7.5时，≤20mg/kg,土壤环境质量农用土壤污染风险管控标准GB15618-2018,production
258,145,环境指标,砷,其他用地,生产用地,生产,,5.5,mg/kg,全国通用，pH≤5.5时，≤40mg/kg,土壤环境质量农用土壤污染风险管控标准GB15618-2018,production
259,146,环境指标,砷,,生产用地,,,6.5,mg/kg,全国通用，5.5<pH≤6.5时，≤40mg/kg,土壤环境质量农用土壤污染风险管控标准GB15618-2018,production
260,147,环境指标,砷,,生产用地,,,7.5,mg/kg,全国通用，6.5<pH≤7.5时，≤30mg/kg,土壤环境质量农用土壤污染风险管控标准GB15618-2018,production
261,148,环境指标,砷,,生产用地,,7.5,,mg/kg,全国通用，pH>7.5时，≤25mg/kg,土壤环境质量农用土壤污染风险管控标准GB15618-2018,production
262,33,环境指标,砷,一般绿地,生态用地,生态,35.0,45.0,mg/kg,其他绿地35-45mg/kg,绿化种植土壤CJ/T340-2016,ecological
263,34,环境指标,砷,,生态用地,生态,,60.0,mg/kg,二类用地区≤60mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
264,35,环境指标,砷,特殊绿地,生态用地,生态,,30.0,mg/kg,自然保育区≤30mg/kg,绿化种植土壤CJ/T340-2016,ecological
265,36,环境指标,砷,,生态用地,生态,,20.0,mg/kg,一类用地区≤20mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
266,129,环境指标,硝基苯,一般绿地,生态用地,生态,,76.0,mg/kg,二类用地区≤76mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
267,130,环境指标,硝基苯,特殊绿地,生态用地,生态,,34.0,mg/kg,一类用地区≤34mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
268,193,环境指标,硫丹,一般绿地,生态用地,生态,,1687.0,mg/kg,二类用地区≤1687mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
269,194,环境指标,硫丹,特殊绿地,生态用地,生态,,234.0,mg/kg,一类用地区≤234mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
270,111,环境指标,苯,一般绿地,生态用地,生态,,4.0,mg/kg,二类用地区≤4mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
271,112,环境指标,苯,特殊绿地,生态用地,生态,,1.0,mg/kg,一类用地区≤1mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
272,121,环境指标,苯乙烯,一般绿地,生态用地,生态,,1290.0,mg/kg,二类用地区≤1290mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
273,122,环境指标,苯乙烯,特殊绿地,生态用地,生态,,1290.0,mg/kg,一类用地区≤1290mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
274,183,环境指标,苯并 [a] 芘,农用地通用,生产用地,生产,,0.55,mg/kg,全国通用，pH无区分，≤0.55mg/kg,土壤环境质量农用土壤污染风险管控标准GB15618-2018,production
275,137,环境指标,苯并[a]芘,一般绿地,生态用地,生态,,1.5,mg/kg,二类用地区≤1.5mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
276,138,环境指标,苯并[a]芘,特殊绿地,生态用地,生态,,0.55,mg/kg,一类用地区≤0.55mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
277,135,环境指标,苯并[a]蒽,一般绿地,生态用地,生态,,15.0,mg/kg,二类用地区≤15mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
278,136,环境指标,苯并[a]蒽,特殊绿地,生态用地,生态,,5.5,mg/kg,一类用地区≤5.5mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
279,139,环境指标,苯并[b]荧蒽,一般绿地,生态用地,生态,,15.0,mg/kg,二类用地区≤15mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
280,140,环境指标,苯并[b]荧蒽,特殊绿地,生态用地,生态,,5.5,mg/kg,一类用地区≤5.5mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
281,141,环境指标,苯并[k]荧蒽,一般绿地,生态用地,生态,,151.0,mg/kg,二类用地区≤151mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
282,142,环境指标,苯并[k]荧蒽,特殊绿地,生态用地,生态,,55.0,mg/kg,一类用地区≤55mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
283,131,环境指标,苯胺,一般绿地,生态用地,生态,,260.0,mg/kg,二类用地区≤260mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
284,132,环境指标,苯胺,特殊绿地,生态用地,生态,,92.0,mg/kg,一类用地区≤92mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
285,147,环境指标,"茚并[1,2,3-cd]芘",一般绿地,生态用地,生态,,15.0,mg/kg,二类用地区≤15mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
286,148,环境指标,"茚并[1,2,3-cd]芘",特殊绿地,生态用地,生态,,5.5,mg/kg,一类用地区≤5.5mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
287,149,环境指标,萘,一般绿地,生态用地,生态,,70.0,mg/kg,二类用地区≤70mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
288,150,环境指标,萘,特殊绿地,生态用地,生态,,25.0,mg/kg,一类用地区≤25mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
289,127,环境指标,邻-二甲苯,一般绿地,生态用地,生态,,640.0,mg/kg,二类用地区≤640mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
290,128,环境指标,邻-二甲苯,特殊绿地,生态用地,生态,,222.0,mg/kg,一类用地区≤222mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
291,173,环境指标,邻苯二甲酸丁基苄酯,一般绿地,生态用地,生态,,900.0,mg/kg,二类用地区≤900mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
292,174,环境指标,邻苯二甲酸丁基苄酯,特殊绿地,生态用地,生态,,312.0,mg/kg,一类用地区≤312mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
293,171,环境指标,邻苯二甲酸二(2-乙基己基)酯,一般绿地,生态用地,生态,,121.0,mg/kg,二类用地区≤121mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
294,172,环境指标,邻苯二甲酸二(2-乙基己基)酯,特殊绿地,生态用地,生态,,42.0,mg/kg,一类用地区≤42mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
295,175,环境指标,邻苯二甲酸二正辛酯,一般绿地,生态用地,生态,,2812.0,mg/kg,二类用地区≤2812mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
296,176,环境指标,邻苯二甲酸二正辛酯,特殊绿地,生态用地,生态,,390.0,mg/kg,一类用地区≤390mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
297,69,环境指标,钒,一般绿地,生态用地,生态,,752.0,mg/kg,二类用地区≤752mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
298,70,环境指标,钒,特殊绿地,生态用地,生态,,165.0,mg/kg,一类用地区≤165mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
299,67,环境指标,钴,一般绿地,生态用地,生态,,70.0,mg/kg,二类用地区≤70mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
300,68,环境指标,钴,特殊绿地,生态用地,生态,,20.0,mg/kg,一类用地区≤20mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
301,149,环境指标,铅,水田用地,生产用地,生产,,5.5,mg/kg,全国通用，pH≤5.5时，≤80mg/kg,土壤环境质量农用土壤污染风险管控标准GB15618-2018,production
302,150,环境指标,铅,,生产用地,,,6.5,mg/kg,全国通用，5.5<pH≤6.5时，≤100mg/kg,土壤环境质量农用土壤污染风险管控标准GB15618-2018,production
303,151,环境指标,铅,,生产用地,,,7.5,mg/kg,全国通用，6.5<pH≤7.5时，≤140mg/kg,土壤环境质量农用土壤污染风险管控标准GB15618-2018,production
304,152,环境指标,铅,,生产用地,,7.5,,mg/kg,全国通用，pH>7.5时，≤240mg/kg,土壤环境质量农用土壤污染风险管控标准GB15618-2018,production
305,153,环境指标,铅,其他用地,生产用地,生产,,5.5,mg/kg,全国通用，pH≤5.5时，≤70mg/kg,土壤环境质量农用土壤污染风险管控标准GB15618-2018,production
306,154,环境指标,铅,,生产用地,,,6.5,mg/kg,全国通用，5.5<pH≤6.5时，≤90mg/kg,土壤环境质量农用土壤污染风险管控标准GB15618-2018,production
307,155,环境指标,铅,,生产用地,,,7.5,mg/kg,全国通用，6.5<pH≤7.5时，≤120mg/kg,土壤环境质量农用土壤污染风险管控标准GB15618-2018,production
308,156,环境指标,铅,,生产用地,,7.5,,mg/kg,全国通用，pH>7.5时，≤170mg/kg,土壤环境质量农用土壤污染风险管控标准GB15618-2018,production
309,49,环境指标,铅,一般绿地,生态用地,生态,200.0,530.0,mg/kg,其他绿地200-530mg/kg,绿化种植土壤CJ/T340-2016,ecological
310,50,环境指标,铅,,生态用地,生态,,800.0,mg/kg,二类用地区≤800mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
311,51,环境指标,铅,特殊绿地,生态用地,生态,,85.0,mg/kg,自然保育区≤85mg/kg,绿化种植土壤CJ/T340-2016,ecological
312,52,环境指标,铅,,生态用地,生态,,400.0,mg/kg,一类用地区≤400mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
313,65,环境指标,铍,一般绿地,生态用地,生态,,29.0,mg/kg,二类用地区≤29mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
314,66,环境指标,铍,特殊绿地,生态用地,生态,,15.0,mg/kg,一类用地区≤15mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
315,165,环境指标,铜,果园用地,生产用地,生产,,5.5,mg/kg,全国通用，pH≤5.5时，≤150mg/kg,土壤环境质量农用土壤污染风险管控标准GB15618-2018,production
316,166,环境指标,铜,,生产用地,,,6.5,mg/kg,全国通用，5.5<pH≤6.5时，≤150mg/kg,土壤环境质量农用土壤污染风险管控标准GB15618-2018,production
317,167,环境指标,铜,,生产用地,,,7.5,mg/kg,全国通用，6.5<pH≤7.5时，≤200mg/kg,土壤环境质量农用土壤污染风险管控标准GB15618-2018,production
318,168,环境指标,铜,,生产用地,,7.5,,mg/kg,全国通用，pH>7.5时，≤200mg/kg,土壤环境质量农用土壤污染风险管控标准GB15618-2018,production
319,169,环境指标,铜,其他用地,生产用地,生产,,5.5,mg/kg,全国通用，pH≤5.5时，≤50mg/kg,土壤环境质量农用土壤污染风险管控标准GB15618-2018,production
320,170,环境指标,铜,,生产用地,,,6.5,mg/kg,全国通用，5.5<pH≤6.5时，≤50mg/kg,土壤环境质量农用土壤污染风险管控标准GB15618-2018,production
321,171,环境指标,铜,,生产用地,,,7.5,mg/kg,全国通用，6.5<pH≤7.5时，≤100mg/kg,土壤环境质量农用土壤污染风险管控标准GB15618-2018,production
322,172,环境指标,铜,,生产用地,,7.5,,mg/kg,全国通用，pH>7.5时，≤100mg/kg,土壤环境质量农用土壤污染风险管控标准GB15618-2018,production
323,45,环境指标,铜,一般绿地,生态用地,生态,150.0,600.0,mg/kg,其他绿地150-600mg/kg,绿化种植土壤CJ/T340-2016,ecological
324,46,环境指标,铜,,生态用地,生态,,18000.0,mg/kg,二类用地区≤18000mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
325,47,环境指标,铜,特殊绿地,生态用地,生态,,40.0,mg/kg,自然保育区≤40mg/kg,绿化种植土壤CJ/T340-2016,ecological
326,48,环境指标,铜,,生态用地,生态,,2000.0,mg/kg,一类用地区≤2000mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
327,157,环境指标,铬,水田用地,生产用地,生产,,5.5,mg/kg,全国通用，pH≤5.5时，≤250mg/kg,土壤环境质量农用土壤污染风险管控标准GB15618-2018,production
328,158,环境指标,铬,,生产用地,,,6.5,mg/kg,全国通用，5.5<pH≤6.5时，≤250mg/kg,土壤环境质量农用土壤污染风险管控标准GB15618-2018,production
329,159,环境指标,铬,,生产用地,,,7.5,mg/kg,全国通用，6.5<pH≤7.5时，≤300mg/kg,土壤环境质量农用土壤污染风险管控标准GB15618-2018,production
330,160,环境指标,铬,,生产用地,,7.5,,mg/kg,全国通用，pH>7.5时，≤350mg/kg,土壤环境质量农用土壤污染风险管控标准GB15618-2018,production
331,161,环境指标,铬,其他用地,生产用地,生产,,5.5,mg/kg,全国通用，pH≤5.5时，≤150mg/kg,土壤环境质量农用土壤污染风险管控标准GB15618-2018,production
332,162,环境指标,铬,,生产用地,,,6.5,mg/kg,全国通用，5.5<pH≤6.5时，≤150mg/kg,土壤环境质量农用土壤污染风险管控标准GB15618-2018,production
333,163,环境指标,铬,,生产用地,,,7.5,mg/kg,全国通用，6.5<pH≤7.5时，≤200mg/kg,土壤环境质量农用土壤污染风险管控标准GB15618-2018,production
334,164,环境指标,铬,,生产用地,,7.5,,mg/kg,全国通用，pH>7.5时，≤250mg/kg,土壤环境质量农用土壤污染风险管控标准GB15618-2018,production
335,41,环境指标,铬,一般绿地,生态用地,生态,150.0,400.0,mg/kg,其他绿地150-400mg/kg,绿化种植土壤CJ/T340-2016,ecological
336,42,环境指标,铬,特殊绿地,生态用地,生态,,100.0,mg/kg,自然保育区≤100mg/kg,绿化种植土壤CJ/T340-2016,ecological
337,43,环境指标,铬(六价),一般绿地,生态用地,生态,,5.7,mg/kg,二类用地区≤5.7mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
338,44,环境指标,铬(六价),特殊绿地,生态用地,生态,,3.0,mg/kg,一类用地区≤3mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
339,177,环境指标,锌,农用地通用,生产用地,生产,,5.5,mg/kg,全国通用，pH≤5.5时，≤200mg/kg,土壤环境质量农用土壤污染风险管控标准GB15618-2018,production
340,178,环境指标,锌,,生产用地,,,6.5,mg/kg,全国通用，5.5<pH≤6.5时，≤200mg/kg,土壤环境质量农用土壤污染风险管控标准GB15618-2018,production
