sample_id,site_id,source_id,province,split,split_strategy,split_version
26204,26205,10.1016/j.envpol.2017.08.003,Zhejiang,train,GroupKFold_source,v0.8
26205,26206,10.1016/j.envpol.2017.08.003,Sindh,train,GroupKFold_source,v0.8
26206,26207,10.1016/j.envpol.2017.08.003,Punjab,train,GroupKFold_source,v0.8
26207,26208,10.1016/j.envpol.2017.08.003,Punjab,train,GroupKFold_source,v0.8
26221,26222,10.4236/jep.2016.710120,Delta State,train,GroupKFold_source,v0.8
26222,26223,10.4236/jep.2016.710120,Delta State,train,GroupKFold_source,v0.8
26223,26224,10.4236/jep.2016.710120,Delta State,train,GroupKFold_source,v0.8
26233,26234,10.16258/j.cnki.1674-5906.2024.12.011,Guangdong,train,GroupKFold_source,v0.8
26234,26235,10.16258/j.cnki.1674-5906.2024.12.011,Guangdong,train,GroupKFold_source,v0.8
26256,26257,10.1007/s10661-014-4037-6,Rivers State,train,GroupKFold_source,v0.8
26257,26258,10.1007/s10661-014-4037-6,Abia State,train,GroupKFold_source,v0.8
26259,26260,10.1007/s11356-021-15491-0,Île-de-France,test,GroupKFold_source,v0.8
26260,26261,10.1007/s11356-021-15491-0,Île-de-France,test,GroupKFold_source,v0.8
26261,26262,10.1007/s11356-021-17937-x,Kermanshah,train,GroupKFold_source,v0.8
26262,26263,10.1007/s11356-023-31256-3,Taranto,train,GroupKFold_source,v0.8
26320,26321,10.1016/j.envpol.2022.118925,Shanxi,test,GroupKFold_source,v0.8
26336,26337,10.1007/s10646-020-02320-2,Jiangsu,train,GroupKFold_source,v0.8
26337,26338,10.1007/s10646-020-02320-2,Jiangsu,train,GroupKFold_source,v0.8
26338,26339,10.1007/s10646-020-02320-2,Jiangsu,train,GroupKFold_source,v0.8
26339,26340,10.1007/s10646-020-02320-2,Jiangsu,train,GroupKFold_source,v0.8
26340,26341,10.1007/s10646-020-02320-2,Jiangsu,train,GroupKFold_source,v0.8
26341,26342,10.1007/s10646-020-02320-2,Jiangsu,train,GroupKFold_source,v0.8
26342,26343,10.1007/s10646-020-02320-2,Jiangsu,train,GroupKFold_source,v0.8
26343,26344,10.1007/s10646-020-02320-2,Jiangsu,train,GroupKFold_source,v0.8
26344,26345,10.1007/s10646-020-02320-2,Jiangsu,train,GroupKFold_source,v0.8
26345,26346,10.1007/s10646-020-02320-2,Jiangsu,train,GroupKFold_source,v0.8
26346,26347,10.1016/j.scitotenv.2021.146282,Guangdong,test,GroupKFold_source,v0.8
26347,26348,10.1016/j.scitotenv.2021.146282,Guangdong,test,GroupKFold_source,v0.8
26348,26349,10.1016/j.scitotenv.2021.146282,Guangdong,test,GroupKFold_source,v0.8
26349,26350,10.1016/j.scitotenv.2021.146282,Guangdong,test,GroupKFold_source,v0.8
26350,26351,10.1016/j.scitotenv.2021.146282,Guangdong,test,GroupKFold_source,v0.8
26351,26352,10.3390/environments13030125,Gauteng,train,GroupKFold_source,v0.8
26352,26353,10.1007/s10646-020-02320-2,Jiangsu,train,GroupKFold_source,v0.8
26353,26354,10.1007/s10646-020-02320-2,Jiangsu,train,GroupKFold_source,v0.8
26354,26355,10.1007/s10646-020-02320-2,Jiangsu,train,GroupKFold_source,v0.8
26355,26356,10.1007/s10646-020-02320-2,Jiangsu,train,GroupKFold_source,v0.8
26356,26357,10.1007/s10646-020-02320-2,Jiangsu,train,GroupKFold_source,v0.8
26357,26358,10.1007/s10646-020-02320-2,Jiangsu,train,GroupKFold_source,v0.8
26358,26359,10.1007/s10646-020-02320-2,Jiangsu,train,GroupKFold_source,v0.8
26359,26360,10.1007/s10646-020-02320-2,Jiangsu,train,GroupKFold_source,v0.8
26360,26361,10.1007/s10646-020-02320-2,Jiangsu,train,GroupKFold_source,v0.8
26361,26362,10.1007/s10646-020-02320-2,Jiangsu,train,GroupKFold_source,v0.8
26362,26363,10.1016/j.envpol.2017.08.003,Guangdong,train,GroupKFold_source,v0.8
26363,26364,10.1016/j.envpol.2017.08.003,Guangdong,train,GroupKFold_source,v0.8
26364,26365,10.1016/j.envpol.2017.08.003,Guangdong,train,GroupKFold_source,v0.8
26365,26366,10.1016/j.envpol.2017.08.003,Zhejiang,train,GroupKFold_source,v0.8
26366,26367,10.1016/j.envpol.2017.08.003,Zhejiang,train,GroupKFold_source,v0.8
26367,26368,10.1016/j.envpol.2017.08.003,Sindh,train,GroupKFold_source,v0.8
26368,26369,10.1016/j.envpol.2017.08.003,Punjab,train,GroupKFold_source,v0.8
26369,26370,10.1016/j.envpol.2017.08.003,Punjab,train,GroupKFold_source,v0.8
26371,26372,10.1016/j.scitotenv.2017.11.159,Guangdong,train,GroupKFold_source,v0.8
26373,26374,10.1016/j.jhazmat.2019.121168,unknown,valid,GroupKFold_source,v0.8
26381,26382,10.1007/s10661-014-4037-6,Rivers State,train,GroupKFold_source,v0.8
26411,26412,10.1016/j.envpol.2022.118925,Shanxi,test,GroupKFold_source,v0.8
26412,26413,10.1016/j.envpol.2022.118925,Shanxi,test,GroupKFold_source,v0.8
26418,26419,10.1016/j.jhazmat.2023.132408,Guangdong,train,GroupKFold_source,v0.8
26429,26430,10.1016/j.scitotenv.2021.146282,Guangdong,test,GroupKFold_source,v0.8
26430,26431,10.1016/j.scitotenv.2021.146282,Guangdong,test,GroupKFold_source,v0.8
26431,26432,10.1016/j.scitotenv.2021.146282,Guangdong,test,GroupKFold_source,v0.8
26432,26433,10.1016/j.scitotenv.2021.146282,Guangdong,test,GroupKFold_source,v0.8
26433,26434,10.1016/j.scitotenv.2021.146282,Guangdong,test,GroupKFold_source,v0.8
26437,26438,10.1038/s41598-021-94299-x,Małopolska,valid,GroupKFold_source,v0.8
26438,26439,10.1038/s41598-021-94299-x,Małopolska,valid,GroupKFold_source,v0.8
26439,26440,10.1038/s41598-021-94299-x,Małopolska,valid,GroupKFold_source,v0.8
26444,26445,10.7454/mss.v26i1.1250,Ebonyi State,valid,GroupKFold_source,v0.8
26461,26462,10.1039/d4ra06060a,Sichuan,train,GroupKFold_source,v0.8
26505,26506,10.1007/s10661-014-4037-6,Rivers State,train,GroupKFold_source,v0.8
26506,26507,10.1007/s10661-014-4037-6,Rivers State,train,GroupKFold_source,v0.8
26507,26508,10.1007/s10661-014-4037-6,Rivers State,train,GroupKFold_source,v0.8
26508,26509,10.1007/s10661-014-4037-6,Rivers State,train,GroupKFold_source,v0.8
26509,26510,10.1007/s10661-014-4037-6,Abia State,train,GroupKFold_source,v0.8
26510,26511,10.1007/s10661-014-4037-6,Abia State,train,GroupKFold_source,v0.8
26511,26512,10.1007/s10661-014-4037-6,Abia State,train,GroupKFold_source,v0.8
26512,26513,10.1007/s10661-014-4037-6,Abia State,train,GroupKFold_source,v0.8
26513,26514,10.1007/s10661-014-4037-6,Abia State,train,GroupKFold_source,v0.8
26514,26515,10.1007/s10661-014-4037-6,Abia State,train,GroupKFold_source,v0.8
26515,26516,10.1007/s11270-019-4201-2,Norrbotten County,train,GroupKFold_source,v0.8
26516,26517,10.1007/s11270-019-4201-2,Västerbotten County,train,GroupKFold_source,v0.8
26517,26518,10.1038/s41598-021-94299-x,Małopolska,valid,GroupKFold_source,v0.8
26518,26519,10.1038/s41598-021-94299-x,Małopolska,valid,GroupKFold_source,v0.8
26519,26520,10.1038/s41598-021-94299-x,Małopolska,valid,GroupKFold_source,v0.8
26520,26521,10.1038/s41598-021-94299-x,Małopolska,valid,GroupKFold_source,v0.8
26521,26522,10.1038/s41598-021-94299-x,Małopolska,valid,GroupKFold_source,v0.8
26522,26523,10.1038/s41598-021-94299-x,Małopolska,valid,GroupKFold_source,v0.8
26526,26527,10.1038/s41598-021-94299-x,Małopolska Voivodeship,valid,GroupKFold_source,v0.8
26527,26528,10.1038/s41598-021-94299-x,Małopolska Voivodeship,valid,GroupKFold_source,v0.8
26528,26529,10.1038/s41598-021-94299-x,Małopolska Voivodeship,valid,GroupKFold_source,v0.8
26534,26535,10.3390/su12135284,Lesser Poland Voivodship,train,GroupKFold_source,v0.8
26535,26536,10.3390/su12135284,Lesser Poland Voivodeship,train,GroupKFold_source,v0.8
26538,26539,10.3390/toxics10010032,Shandong,test,GroupKFold_source,v0.8
26539,26540,10.3390/toxics10010032,Shandong,test,GroupKFold_source,v0.8
26611,26612,10.1155/2018-9264259,Shandong,valid,GroupKFold_source,v0.8
26612,26613,10.1155/2018-9264259,Shandong,valid,GroupKFold_source,v0.8
26613,26614,10.1155/2018-9264259,Shandong,valid,GroupKFold_source,v0.8
26792,26793,https://scholar.google.com/scholar?q=Int.+J.+Biol.+Chem.+Sci.+2009+Biosurfactant-enhanced+remediation+of+hydrocarbon+contaminat,Delta State,train,GroupKFold_source,v0.8
26793,26794,https://scholar.google.com/scholar?q=Int.+J.+Biol.+Chem.+Sci.+2009+Biosurfactant-enhanced+remediation+of+hydrocarbon+contaminat,Delta State,train,GroupKFold_source,v0.8
26794,26795,https://scholar.google.com/scholar?q=Int.+J.+Biol.+Chem.+Sci.+2009+Biosurfactant-enhanced+remediation+of+hydrocarbon+contaminat,Delta State,train,GroupKFold_source,v0.8
26795,26796,https://scholar.google.com/scholar?q=Int.+J.+Biol.+Chem.+Sci.+2009+Biosurfactant-enhanced+remediation+of+hydrocarbon+contaminat,Delta State,train,GroupKFold_source,v0.8
26796,26797,https://scholar.google.com/scholar?q=Int.+J.+Biol.+Chem.+Sci.+2009+Biosurfactant-enhanced+remediation+of+hydrocarbon+contaminat,Delta State,train,GroupKFold_source,v0.8
26797,26798,https://scholar.google.com/scholar?q=Int.+J.+Biol.+Chem.+Sci.+2009+Biosurfactant-enhanced+remediation+of+hydrocarbon+contaminat,Delta State,train,GroupKFold_source,v0.8
27015,27016,10.1016/j.scitotenv.2018.02.013,Catalonia,train,GroupKFold_source,v0.8
